"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"создание виртуального офиса","3490613","352","1745306"
"организация резервного копирования","9813208","256","4906604"
"администрирование сетей и серверов","4466562","249","2233281"
"техническая поддержка рабочих станций и ИТ сервисов","7583163","27","2527721"
"веб-разработка","1023022","265","341007"
"создание мобильных систем","8974250","30","4487125"
"создание и обслуживание систем контроля доступа к портам и устройствам","7488544","305","2496181"
"организацию антивирусной защиты","2720383","284","1360191"
"решения касающиеся сетевой безопасности и отражения угроз","1854833","336","618277"
"организация систем видеонаблюдения","8291231","271","2763743"
"построение и обслуживание структурированных кабельных систем (СКС)","6916202","294","2305400"
"создание и поддержка интеллектуальных медиасистем","6267231","230","2089077"
"телефония","5670663","166","1890221"
"создание виртуального офиса","648303","159","216101"
"организация резервного копирования","8812544","226","2937514"
"администрирование сетей и серверов","1376192","358","458730"
"техническая поддержка рабочих станций и ИТ сервисов","4017985","50","1339328"
"веб-разработка","7439881","357","2479960"
"создание мобильных систем","4520436","21","2260218"
"создание и обслуживание систем контроля доступа к портам и устройствам","2805187","260","935062"
"организацию антивирусной защиты","4465658","41","2232829"
"решения касающиеся сетевой безопасности и отражения угроз","1459691","281","729845"
"организация систем видеонаблюдения","6935938","271","3467969"
"построение и обслуживание структурированных кабельных систем (СКС)","1371376","25","457125"
"создание и поддержка интеллектуальных медиасистем","6725913","183","3362956"
"телефония","4070717","327","1356905"
"создание виртуального офиса","7779165","300","3889582"
"организация резервного копирования","3605732","300","1201910"
"администрирование сетей и серверов","1413523","20","706761"
"техническая поддержка рабочих станций и ИТ сервисов","3241067","303","1080355"
"веб-разработка","2846725","274","948908"
"создание мобильных систем","1454586","167","484862"
"создание и обслуживание систем контроля доступа к портам и устройствам","793197","266","396598"
"организацию антивирусной защиты","7530461","158","3765230"
"решения касающиеся сетевой безопасности и отражения угроз","1622804","118","811402"
"организация систем видеонаблюдения","1461231","148","487077"
"построение и обслуживание структурированных кабельных систем (СКС)","2903071","157","1451535"
"создание и поддержка интеллектуальных медиасистем","8861525","152","4430762"
"телефония","7300471","255","2433490"
"создание виртуального офиса","2224085","108","741361"
"организация резервного копирования","9560723","57","3186907"
"администрирование сетей и серверов","2972677","189","1486338"
"техническая поддержка рабочих станций и ИТ сервисов","6261626","202","3130813"
"веб-разработка","8451638","297","2817212"
"создание мобильных систем","4936269","238","1645423"
"создание и обслуживание систем контроля доступа к портам и устройствам","9574250","201","3191416"
"организацию антивирусной защиты","6118172","42","3059086"
"решения касающиеся сетевой безопасности и отражения угроз","4564035","116","1521345"
"организация систем видеонаблюдения","4491877","289","2245938"
"построение и обслуживание структурированных кабельных систем (СКС)","3671368","78","1835684"
"создание и поддержка интеллектуальных медиасистем","439810","31","219905"
"телефония","6152600","100","2050866"
"создание виртуального офиса","2005615","190","668538"
"организация резервного копирования","5734532","228","2867266"
"администрирование сетей и серверов","7613703","217","2537901"
"техническая поддержка рабочих станций и ИТ сервисов","9383789","322","3127929"
"веб-разработка","1844316","74","614772"
"создание мобильных систем","6590360","349","3295180"
"создание и обслуживание систем контроля доступа к портам и устройствам","5203985","103","1734661"
"организацию антивирусной защиты","6116380","353","3058190"
"решения касающиеся сетевой безопасности и отражения угроз","8065721","242","2688573"
"организация систем видеонаблюдения","9471766","353","3157255"
"построение и обслуживание структурированных кабельных систем (СКС)","705663","352","352831"
"создание и поддержка интеллектуальных медиасистем","9478761","306","4739380"
"телефония","4536149","76","2268074"
"создание виртуального офиса","1053021","16","526510"
"организация резервного копирования","6180478","255","3090239"
"администрирование сетей и серверов","3609267","260","1804633"
"техническая поддержка рабочих станций и ИТ сервисов","2236961","65","745653"
"веб-разработка","8190705","97","2730235"
"создание мобильных систем","8485915","221","4242957"
"создание и обслуживание систем контроля доступа к портам и устройствам","5894326","317","2947163"
"организацию антивирусной защиты","725647","135","241882"
"решения касающиеся сетевой безопасности и отражения угроз","6157754","78","2052584"
"организация систем видеонаблюдения","7237427","261","3618713"
"построение и обслуживание структурированных кабельных систем (СКС)","8779066","97","2926355"
"создание и поддержка интеллектуальных медиасистем","7900925","176","3950462"
"телефония","5138011","266","1712670"
"создание виртуального офиса","5431302","321","1810434"
"организация резервного копирования","2257116","25","1128558"
"администрирование сетей и серверов","5132331","358","2566165"
"техническая поддержка рабочих станций и ИТ сервисов","2132940","88","1066470"
"веб-разработка","869801","63","289933"
"создание мобильных систем","5564791","218","1854930"
"создание и обслуживание систем контроля доступа к портам и устройствам","494375","104","247187"
"организацию антивирусной защиты","2510231","271","1255115"
"решения касающиеся сетевой безопасности и отражения угроз","354459","326","177229"
"организация систем видеонаблюдения","253455","110","84485"
"построение и обслуживание структурированных кабельных систем (СКС)","6960106","106","3480053"
"создание и поддержка интеллектуальных медиасистем","9229612","157","4614806"
"телефония","6197904","324","3098952"
"создание виртуального офиса","8895578","120","2965192"
"организация резервного копирования","2606172","324","1303086"
"администрирование сетей и серверов","9685313","327","3228437"
"техническая поддержка рабочих станций и ИТ сервисов","1290729","331","645364"
"веб-разработка","7142347","209","2380782"
"создание мобильных систем","8876530","269","2958843"
"создание и обслуживание систем контроля доступа к портам и устройствам","8559370","78","4279685"
"организацию антивирусной защиты","8387876","300","2795958"
"решения касающиеся сетевой безопасности и отражения угроз","9587259","87","4793629"
"организация систем видеонаблюдения","3888152","178","1296050"
"построение и обслуживание структурированных кабельных систем (СКС)","3448240","337","1149413"
"создание и поддержка интеллектуальных медиасистем","4251023","347","1417007"
"телефония","3001718","167","1000572"
"создание виртуального офиса","2511017","71","837005"
"организация резервного копирования","2458161","359","1229080"
"администрирование сетей и серверов","4981816","243","1660605"
"техническая поддержка рабочих станций и ИТ сервисов","7605376","252","3802688"
"веб-разработка","8484763","129","4242381"
"создание мобильных систем","4428853","43","1476284"
"создание и обслуживание систем контроля доступа к портам и устройствам","4310656","160","2155328"
"организацию антивирусной защиты","6097570","323","2032523"
"решения касающиеся сетевой безопасности и отражения угроз","9031800","358","3010600"
"организация систем видеонаблюдения","5467624","330","1822541"
"построение и обслуживание структурированных кабельных систем (СКС)","1111727","94","555863"
"создание и поддержка интеллектуальных медиасистем","1474773","79","491591"
"телефония","7712038","21","3856019"
"создание виртуального офиса","3236312","100","1078770"
"организация резервного копирования","1217025","269","608512"
"администрирование сетей и серверов","8740138","338","2913379"
"техническая поддержка рабочих станций и ИТ сервисов","7896392","72","2632130"
"веб-разработка","5457869","124","2728934"
"создание мобильных систем","1410461","93","705230"
"создание и обслуживание систем контроля доступа к портам и устройствам","3636307","325","1212102"
"организацию антивирусной защиты","8759198","229","2919732"
"решения касающиеся сетевой безопасности и отражения угроз","4148544","243","2074272"
"организация систем видеонаблюдения","3482054","170","1741027"
"построение и обслуживание структурированных кабельных систем (СКС)","8145297","54","4072648"
"создание и поддержка интеллектуальных медиасистем","774664","180","387332"
"телефония","7673817","323","2557939"
"создание виртуального офиса","9007626","279","4503813"
"организация резервного копирования","3167227","140","1583613"
"администрирование сетей и серверов","9302312","353","4651156"
"техническая поддержка рабочих станций и ИТ сервисов","8412137","101","4206068"
"веб-разработка","5176056","284","1725352"
"создание мобильных систем","6389768","168","3194884"
"создание и обслуживание систем контроля доступа к портам и устройствам","1997860","250","665953"
"организацию антивирусной защиты","7433152","80","3716576"
"решения касающиеся сетевой безопасности и отражения угроз","2797198","149","932399"
"организация систем видеонаблюдения","4285466","158","1428488"
"построение и обслуживание структурированных кабельных систем (СКС)","7419818","250","3709909"
"создание и поддержка интеллектуальных медиасистем","2738028","271","912676"
"телефония","9709585","247","4854792"
"создание виртуального офиса","6131367","242","2043789"
"организация резервного копирования","9181647","339","3060549"
"администрирование сетей и серверов","6558384","187","2186128"
"техническая поддержка рабочих станций и ИТ сервисов","3005206","338","1502603"
"веб-разработка","6753637","228","3376818"
"создание мобильных систем","397424","192","198712"
"создание и обслуживание систем контроля доступа к портам и устройствам","3503676","124","1751838"
"организацию антивирусной защиты","8481597","163","4240798"
"решения касающиеся сетевой безопасности и отражения угроз","6857553","29","2285851"
"организация систем видеонаблюдения","2790682","242","930227"
"построение и обслуживание структурированных кабельных систем (СКС)","7743758","170","3871879"
"создание и поддержка интеллектуальных медиасистем","2665853","249","888617"
"телефония","467260","236","233630"
"создание виртуального офиса","5742116","285","1914038"
"организация резервного копирования","4322373","201","1440791"
"администрирование сетей и серверов","6554874","261","2184958"
"техническая поддержка рабочих станций и ИТ сервисов","5176402","356","2588201"
"веб-разработка","2848282","357","949427"
"создание мобильных систем","5603966","57","1867988"
"создание и обслуживание систем контроля доступа к портам и устройствам","3773811","215","1886905"
"организацию антивирусной защиты","6070472","62","2023490"
"решения касающиеся сетевой безопасности и отражения угроз","7499317","133","2499772"
"организация систем видеонаблюдения","7724813","119","3862406"
"построение и обслуживание структурированных кабельных систем (СКС)","2643576","89","1321788"
"создание и поддержка интеллектуальных медиасистем","6563329","287","3281664"
"телефония","1535365","284","767682"
"создание виртуального офиса","6228282","83","2076094"
"организация резервного копирования","9865561","185","3288520"
"администрирование сетей и серверов","2568702","190","856234"
"техническая поддержка рабочих станций и ИТ сервисов","9156432","255","4578216"
"веб-разработка","6411445","216","2137148"
"создание мобильных систем","7837786","116","3918893"
"создание и обслуживание систем контроля доступа к портам и устройствам","103520","185","34506"
"организацию антивирусной защиты","4905877","318","2452938"
"решения касающиеся сетевой безопасности и отражения угроз","6801783","327","2267261"
"организация систем видеонаблюдения","1357859","147","452619"
"построение и обслуживание структурированных кабельных систем (СКС)","1528443","75","509481"
"создание и поддержка интеллектуальных медиасистем","7061225","325","2353741"
"телефония","8034295","189","4017147"
"создание виртуального офиса","3544755","118","1181585"
"организация резервного копирования","9946841","128","3315613"
"администрирование сетей и серверов","9749859","132","3249953"
"техническая поддержка рабочих станций и ИТ сервисов","8969669","67","4484834"
"веб-разработка","9384980","81","3128326"
"создание мобильных систем","5973831","304","1991277"
"создание и обслуживание систем контроля доступа к портам и устройствам","2250451","218","1125225"
"организацию антивирусной защиты","8872774","334","2957591"
"решения касающиеся сетевой безопасности и отражения угроз","4145929","121","2072964"
"организация систем видеонаблюдения","1754784","313","877392"
"построение и обслуживание структурированных кабельных систем (СКС)","7466572","343","3733286"
"создание и поддержка интеллектуальных медиасистем","9491373","360","3163791"
"телефония","5182532","141","1727510"
"создание виртуального офиса","1206900","351","603450"
"организация резервного копирования","3159363","181","1053121"
"администрирование сетей и серверов","3658675","19","1829337"
"техническая поддержка рабочих станций и ИТ сервисов","3437621","281","1145873"
"веб-разработка","1089781","118","363260"
"создание мобильных систем","5248431","62","1749477"
"создание и обслуживание систем контроля доступа к портам и устройствам","3659346","162","1829673"
"организацию антивирусной защиты","9765469","29","3255156"
"решения касающиеся сетевой безопасности и отражения угроз","2440990","168","1220495"
"организация систем видеонаблюдения","1577200","191","788600"
"построение и обслуживание структурированных кабельных систем (СКС)","4643396","306","1547798"
"создание и поддержка интеллектуальных медиасистем","1431361","23","477120"
"телефония","8721281","186","2907093"
"создание виртуального офиса","5803789","345","1934596"
"организация резервного копирования","1163858","304","581929"
"администрирование сетей и серверов","7530297","22","2510099"
"техническая поддержка рабочих станций и ИТ сервисов","9640395","283","3213465"
"веб-разработка","4913237","359","2456618"
"создание мобильных систем","1001820","176","500910"
"создание и обслуживание систем контроля доступа к портам и устройствам","3111079","248","1555539"
"организацию антивирусной защиты","8544373","37","2848124"
"решения касающиеся сетевой безопасности и отражения угроз","5382247","185","1794082"
"организация систем видеонаблюдения","3876837","363","1938418"
"построение и обслуживание структурированных кабельных систем (СКС)","3398245","203","1132748"
"создание и поддержка интеллектуальных медиасистем","8920330","242","4460165"
"телефония","3972557","33","1324185"
"создание виртуального офиса","9073591","96","4536795"
"организация резервного копирования","4113560","336","1371186"
"администрирование сетей и серверов","5059376","286","2529688"
"техническая поддержка рабочих станций и ИТ сервисов","9627843","69","4813921"
"веб-разработка","620986","173","206995"
"создание мобильных систем","2972193","33","990731"
"создание и обслуживание систем контроля доступа к портам и устройствам","7180277","177","3590138"
"организацию антивирусной защиты","4592182","138","1530727"
"решения касающиеся сетевой безопасности и отражения угроз","687276","295","343638"
"организация систем видеонаблюдения","7377682","204","2459227"
"построение и обслуживание структурированных кабельных систем (СКС)","9545336","294","4772668"
"создание и поддержка интеллектуальных медиасистем","749831","107","374915"
"телефония","6161310","73","2053770"
"создание виртуального офиса","4861406","163","1620468"
"организация резервного копирования","6020752","193","3010376"
"администрирование сетей и серверов","4916910","113","1638970"
"техническая поддержка рабочих станций и ИТ сервисов","1000331","245","500165"
"веб-разработка","1093128","349","364376"
"создание мобильных систем","9678109","270","3226036"
"создание и обслуживание систем контроля доступа к портам и устройствам","5598108","26","1866036"
"организацию антивирусной защиты","4883926","233","1627975"
"решения касающиеся сетевой безопасности и отражения угроз","5714461","320","1904820"
"организация систем видеонаблюдения","4285129","120","2142564"
"построение и обслуживание структурированных кабельных систем (СКС)","9092665","360","3030888"
"создание и поддержка интеллектуальных медиасистем","4112351","164","1370783"
"телефония","2188606","220","1094303"
"создание виртуального офиса","1254907","269","627453"
"организация резервного копирования","1854251","26","927125"
"администрирование сетей и серверов","8231873","255","2743957"
"техническая поддержка рабочих станций и ИТ сервисов","2917974","142","1458987"
"веб-разработка","3017112","91","1508556"
"создание мобильных систем","9715736","49","3238578"
"создание и обслуживание систем контроля доступа к портам и устройствам","1812203","363","604067"
"организацию антивирусной защиты","8924522","30","2974840"
"решения касающиеся сетевой безопасности и отражения угроз","5824662","259","1941554"
"организация систем видеонаблюдения","2929923","174","976641"
"построение и обслуживание структурированных кабельных систем (СКС)","5211065","147","1737021"
"создание и поддержка интеллектуальных медиасистем","6435342","295","2145114"
"телефония","7208126","158","3604063"
"создание виртуального офиса","933074","199","311024"
"организация резервного копирования","6602030","350","2200676"
"администрирование сетей и серверов","5911092","305","2955546"
"техническая поддержка рабочих станций и ИТ сервисов","2925021","240","975007"
"веб-разработка","3976784","242","1325594"
"создание мобильных систем","7915120","53","3957560"
"создание и обслуживание систем контроля доступа к портам и устройствам","4347551","51","2173775"
"организацию антивирусной защиты","921671","123","307223"
"решения касающиеся сетевой безопасности и отражения угроз","2144750","251","714916"
"организация систем видеонаблюдения","6134752","67","3067376"
"построение и обслуживание структурированных кабельных систем (СКС)","7290326","96","3645163"
"создание и поддержка интеллектуальных медиасистем","9514825","217","4757412"
"телефония","6261221","262","3130610"
"создание виртуального офиса","7464373","22","2488124"
"организация резервного копирования","3214420","17","1607210"
"администрирование сетей и серверов","9595178","105","4797589"
"техническая поддержка рабочих станций и ИТ сервисов","1630743","221","815371"
"веб-разработка","6634356","142","2211452"
"создание мобильных систем","4611707","319","2305853"
"создание и обслуживание систем контроля доступа к портам и устройствам","5288252","191","1762750"
"организацию антивирусной защиты","4611507","305","2305753"
"решения касающиеся сетевой безопасности и отражения угроз","5138318","53","2569159"
"организация систем видеонаблюдения","5485225","293","2742612"
"построение и обслуживание структурированных кабельных систем (СКС)","6568805","194","3284402"
"создание и поддержка интеллектуальных медиасистем","1694455","258","564818"
"телефония","1470678","335","735339"
"создание виртуального офиса","2950851","239","983617"
"организация резервного копирования","3426277","239","1713138"
"администрирование сетей и серверов","6656879","288","3328439"
"техническая поддержка рабочих станций и ИТ сервисов","3210941","173","1070313"
"веб-разработка","3987535","321","1329178"
"создание мобильных систем","9507555","199","3169185"
"создание и обслуживание систем контроля доступа к портам и устройствам","6848972","288","2282990"
"организацию антивирусной защиты","1203742","109","401247"
"решения касающиеся сетевой безопасности и отражения угроз","1799672","349","599890"
"организация систем видеонаблюдения","2681199","227","893733"
"построение и обслуживание структурированных кабельных систем (СКС)","2941406","250","980468"
"создание и поддержка интеллектуальных медиасистем","4065797","364","1355265"
"телефония","7985688","150","2661896"
"создание виртуального офиса","2746837","324","1373418"
"организация резервного копирования","312791","99","104263"
"администрирование сетей и серверов","7455276","180","3727638"
"техническая поддержка рабочих станций и ИТ сервисов","6990584","261","3495292"
"веб-разработка","8781485","210","4390742"
"создание мобильных систем","3619076","193","1206358"
"создание и обслуживание систем контроля доступа к портам и устройствам","255103","77","85034"
"организацию антивирусной защиты","4969952","243","2484976"
"решения касающиеся сетевой безопасности и отражения угроз","6585620","241","2195206"
"организация систем видеонаблюдения","8703216","265","2901072"
"построение и обслуживание структурированных кабельных систем (СКС)","2951459","318","983819"
"создание и поддержка интеллектуальных медиасистем","2966703","329","988901"
"телефония","2173666","195","724555"
"создание виртуального офиса","8789761","350","2929920"
"организация резервного копирования","7427171","182","2475723"
"администрирование сетей и серверов","3736645","316","1868322"
"техническая поддержка рабочих станций и ИТ сервисов","8111821","274","2703940"
"веб-разработка","7460717","341","3730358"
"создание мобильных систем","1742504","301","871252"
"создание и обслуживание систем контроля доступа к портам и устройствам","3130994","187","1043664"
"организацию антивирусной защиты","1456587","331","728293"
"решения касающиеся сетевой безопасности и отражения угроз","7164796","152","2388265"
"организация систем видеонаблюдения","3751399","364","1250466"
"построение и обслуживание структурированных кабельных систем (СКС)","1799512","15","599837"
"создание и поддержка интеллектуальных медиасистем","4500949","325","1500316"
"телефония","4094715","55","1364905"
"создание виртуального офиса","9038260","87","4519130"
"организация резервного копирования","9632831","174","4816415"
"администрирование сетей и серверов","6829864","268","3414932"
"техническая поддержка рабочих станций и ИТ сервисов","8719226","269","4359613"
"веб-разработка","4688884","319","1562961"
"создание мобильных систем","4929941","29","1643313"
"создание и обслуживание систем контроля доступа к портам и устройствам","6954661","129","3477330"
"организацию антивирусной защиты","6448259","138","2149419"
"решения касающиеся сетевой безопасности и отражения угроз","3447216","278","1149072"
"организация систем видеонаблюдения","2638207","268","879402"
"построение и обслуживание структурированных кабельных систем (СКС)","8789399","218","4394699"
"создание и поддержка интеллектуальных медиасистем","8562519","279","4281259"
"телефония","3477157","42","1159052"
"создание виртуального офиса","7180609","61","2393536"
"организация резервного копирования","4805780","132","1601926"
"администрирование сетей и серверов","5874919","19","1958306"
"техническая поддержка рабочих станций и ИТ сервисов","9722617","208","3240872"
"веб-разработка","1126790","250","563395"
"создание мобильных систем","8159101","331","4079550"
"создание и обслуживание систем контроля доступа к портам и устройствам","9949740","258","3316580"
"организацию антивирусной защиты","3021576","226","1007192"
"решения касающиеся сетевой безопасности и отражения угроз","8932845","255","4466422"
"организация систем видеонаблюдения","7321408","303","3660704"
"построение и обслуживание структурированных кабельных систем (СКС)","8601379","50","2867126"
"создание и поддержка интеллектуальных медиасистем","3495580","49","1747790"
"телефония","7403856","220","3701928"
"создание виртуального офиса","1769213","144","589737"
"организация резервного копирования","1332328","98","666164"
"администрирование сетей и серверов","2114075","342","704691"
"техническая поддержка рабочих станций и ИТ сервисов","8291538","289","2763846"
"веб-разработка","605701","274","302850"
"создание мобильных систем","496110","301","248055"
"создание и обслуживание систем контроля доступа к портам и устройствам","5563354","137","1854451"
"организацию антивирусной защиты","7681124","112","3840562"
"решения касающиеся сетевой безопасности и отражения угроз","8374654","72","4187327"
"организация систем видеонаблюдения","1157241","78","385747"
"построение и обслуживание структурированных кабельных систем (СКС)","9432495","194","3144165"
"создание и поддержка интеллектуальных медиасистем","7649491","30","3824745"
"телефония","1212227","345","404075"
"создание виртуального офиса","5066744","319","2533372"
"организация резервного копирования","3696965","234","1848482"
"администрирование сетей и серверов","9649458","122","3216486"
"техническая поддержка рабочих станций и ИТ сервисов","2505608","159","1252804"
"веб-разработка","6655650","182","3327825"
"создание мобильных систем","9276073","55","4638036"
"создание и обслуживание систем контроля доступа к портам и устройствам","4826208","253","2413104"
"организацию антивирусной защиты","3133020","286","1566510"
"решения касающиеся сетевой безопасности и отражения угроз","1223564","171","611782"
"организация систем видеонаблюдения","1643489","171","821744"
"построение и обслуживание структурированных кабельных систем (СКС)","7611926","233","2537308"
"создание и поддержка интеллектуальных медиасистем","5050535","231","2525267"
"телефония","2538628","37","1269314"
"создание виртуального офиса","9039131","112","3013043"
"организация резервного копирования","6490703","44","3245351"
"администрирование сетей и серверов","4915026","27","1638342"
"техническая поддержка рабочих станций и ИТ сервисов","1630477","159","543492"
"веб-разработка","759843","282","379921"
"создание мобильных систем","1628756","154","542918"
"создание и обслуживание систем контроля доступа к портам и устройствам","3881126","22","1940563"
"организацию антивирусной защиты","7089911","46","2363303"
"решения касающиеся сетевой безопасности и отражения угроз","4416207","247","1472069"
"организация систем видеонаблюдения","6997187","323","3498593"
"построение и обслуживание структурированных кабельных систем (СКС)","831821","17","415910"
"создание и поддержка интеллектуальных медиасистем","2333690","162","777896"
"телефония","5534261","206","2767130"
"создание виртуального офиса","6119963","214","3059981"
"организация резервного копирования","1698101","30","849050"
"администрирование сетей и серверов","506287","120","253143"
"техническая поддержка рабочих станций и ИТ сервисов","732476","137","366238"
"веб-разработка","5184935","345","2592467"
"создание мобильных систем","1668979","190","556326"
"создание и обслуживание систем контроля доступа к портам и устройствам","2745355","138","915118"
"организацию антивирусной защиты","7745455","257","2581818"
"решения касающиеся сетевой безопасности и отражения угроз","1228325","333","614162"
"организация систем видеонаблюдения","7552548","300","2517516"
"построение и обслуживание структурированных кабельных систем (СКС)","9723257","300","4861628"
"создание и поддержка интеллектуальных медиасистем","1943790","27","971895"
"телефония","344625","26","172312"
"создание виртуального офиса","6819502","311","2273167"
"организация резервного копирования","4002483","319","1334161"
"администрирование сетей и серверов","923231","265","461615"
"техническая поддержка рабочих станций и ИТ сервисов","226674","233","113337"
"веб-разработка","3400125","352","1133375"
"создание мобильных систем","2141954","164","713984"
"создание и обслуживание систем контроля доступа к портам и устройствам","1221473","266","610736"
"организацию антивирусной защиты","3523561","102","1174520"
"решения касающиеся сетевой безопасности и отражения угроз","6246174","63","2082058"
"организация систем видеонаблюдения","5794658","19","2897329"
"построение и обслуживание структурированных кабельных систем (СКС)","5738994","304","1912998"
"создание и поддержка интеллектуальных медиасистем","5511501","325","1837167"
"телефония","2057819","211","1028909"
"создание виртуального офиса","8316198","191","2772066"
"организация резервного копирования","4035841","355","2017920"
"администрирование сетей и серверов","8562354","229","4281177"
"техническая поддержка рабочих станций и ИТ сервисов","2763282","206","1381641"
"веб-разработка","5100584","47","1700194"
"создание мобильных систем","6620026","51","3310013"
"создание и обслуживание систем контроля доступа к портам и устройствам","5794386","172","2897193"
"организацию антивирусной защиты","5038832","205","1679610"
"решения касающиеся сетевой безопасности и отражения угроз","2798173","109","932724"
"организация систем видеонаблюдения","7743908","253","3871954"
"построение и обслуживание структурированных кабельных систем (СКС)","6742233","244","3371116"
"создание и поддержка интеллектуальных медиасистем","962383","187","481191"
"телефония","5068883","56","1689627"
"создание виртуального офиса","9303179","339","3101059"
"организация резервного копирования","2435086","38","811695"
"администрирование сетей и серверов","3517392","344","1758696"
"техническая поддержка рабочих станций и ИТ сервисов","9938233","295","3312744"
"веб-разработка","6640168","279","3320084"
"создание мобильных систем","2782479","310","927493"
"создание и обслуживание систем контроля доступа к портам и устройствам","8798225","125","2932741"
"организацию антивирусной защиты","2038519","303","679506"
"решения касающиеся сетевой безопасности и отражения угроз","4043536","150","2021768"
"организация систем видеонаблюдения","6352890","324","2117630"
"построение и обслуживание структурированных кабельных систем (СКС)","489195","58","244597"
"создание и поддержка интеллектуальных медиасистем","7910879","158","2636959"
"телефония","4463318","124","1487772"
