"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"организация резервного копирования","7233464","333","3616732"
"администрирование сетей и серверов","2660197","315","1330098"
"техническая поддержка рабочих станций и ИТ сервисов","6774204","352","2258068"
"веб-разработка","8681764","353","4340882"
"создание мобильных систем","7916873","140","3958436"
"создание и обслуживание систем контроля доступа к портам и устройствам","3248739","254","1082913"
"организацию антивирусной защиты","2771843","22","923947"
"решения касающиеся сетевой безопасности и отражения угроз","7101960","227","3550980"
"организация систем видеонаблюдения","2811119","262","937039"
"построение и обслуживание структурированных кабельных систем (СКС)","5593390","18","2796695"
"создание и поддержка интеллектуальных медиасистем","5575303","61","2787651"
"телефония","6705250","240","2235083"
"создание виртуального офиса","8406689","167","2802229"
"организация резервного копирования","4352816","283","1450938"
"администрирование сетей и серверов","5804537","331","2902268"
"техническая поддержка рабочих станций и ИТ сервисов","1723754","363","861877"
"веб-разработка","4359767","92","2179883"
"создание мобильных систем","9137959","305","4568979"
"создание и обслуживание систем контроля доступа к портам и устройствам","7464004","212","3732002"
"организацию антивирусной защиты","6974326","304","3487163"
"решения касающиеся сетевой безопасности и отражения угроз","6325378","14","2108459"
"организация систем видеонаблюдения","4838557","74","1612852"
"построение и обслуживание структурированных кабельных систем (СКС)","3764118","187","1882059"
"создание и поддержка интеллектуальных медиасистем","5130614","39","2565307"
"телефония","7879045","58","3939522"
"создание виртуального офиса","5265589","197","2632794"
"организация резервного копирования","6865896","286","3432948"
"администрирование сетей и серверов","2846589","348","948863"
"техническая поддержка рабочих станций и ИТ сервисов","4411476","270","1470492"
"веб-разработка","751617","76","375808"
"создание мобильных систем","7221516","149","3610758"
"создание и обслуживание систем контроля доступа к портам и устройствам","2264735","73","1132367"
"организацию антивирусной защиты","259688","142","86562"
"решения касающиеся сетевой безопасности и отражения угроз","4013745","109","2006872"
"организация систем видеонаблюдения","8751026","65","2917008"
"построение и обслуживание структурированных кабельных систем (СКС)","2589974","327","863324"
"создание и поддержка интеллектуальных медиасистем","7207260","303","3603630"
"телефония","7095846","168","3547923"
"создание виртуального офиса","2040823","91","1020411"
"организация резервного копирования","7399295","300","2466431"
"администрирование сетей и серверов","5262536","42","2631268"
"техническая поддержка рабочих станций и ИТ сервисов","7899972","58","2633324"
"веб-разработка","9091178","56","3030392"
"создание мобильных систем","1383713","317","461237"
"создание и обслуживание систем контроля доступа к портам и устройствам","6234103","148","3117051"
"организацию антивирусной защиты","8725340","152","4362670"
"решения касающиеся сетевой безопасности и отражения угроз","7276173","151","2425391"
"организация систем видеонаблюдения","3450951","329","1725475"
"построение и обслуживание структурированных кабельных систем (СКС)","1110404","272","370134"
"создание и поддержка интеллектуальных медиасистем","8970561","343","2990187"
"телефония","9222236","300","3074078"
"создание виртуального офиса","4511662","54","1503887"
"организация резервного копирования","8081420","274","4040710"
"администрирование сетей и серверов","6607687","320","2202562"
"техническая поддержка рабочих станций и ИТ сервисов","7051073","309","3525536"
"веб-разработка","6835187","274","3417593"
"создание мобильных систем","2794267","146","931422"
"создание и обслуживание систем контроля доступа к портам и устройствам","913691","256","456845"
"организацию антивирусной защиты","2647388","227","882462"
"решения касающиеся сетевой безопасности и отражения угроз","6444701","338","2148233"
"организация систем видеонаблюдения","8643040","115","4321520"
"построение и обслуживание структурированных кабельных систем (СКС)","4123529","107","1374509"
"создание и поддержка интеллектуальных медиасистем","6802445","341","3401222"
"телефония","3645117","56","1215039"
"создание виртуального офиса","3602808","284","1801404"
"организация резервного копирования","2299956","333","1149978"
"администрирование сетей и серверов","5492643","109","2746321"
"техническая поддержка рабочих станций и ИТ сервисов","4255781","261","2127890"
"веб-разработка","7833660","241","2611220"
"создание мобильных систем","1377268","77","688634"
"создание и обслуживание систем контроля доступа к портам и устройствам","5829499","308","2914749"
"организацию антивирусной защиты","4574395","85","1524798"
"решения касающиеся сетевой безопасности и отражения угроз","3671274","49","1223758"
"организация систем видеонаблюдения","3368151","130","1122717"
"построение и обслуживание структурированных кабельных систем (СКС)","6150166","211","3075083"
"создание и поддержка интеллектуальных медиасистем","8836297","28","2945432"
"телефония","1358638","229","679319"
"создание виртуального офиса","4645928","128","2322964"
"организация резервного копирования","5708437","201","2854218"
"администрирование сетей и серверов","8664528","42","4332264"
"техническая поддержка рабочих станций и ИТ сервисов","2523500","232","841166"
"веб-разработка","4276140","329","1425380"
"создание мобильных систем","5655219","200","1885073"
"создание и обслуживание систем контроля доступа к портам и устройствам","6157917","263","3078958"
"организацию антивирусной защиты","8228941","167","2742980"
"решения касающиеся сетевой безопасности и отражения угроз","2154537","100","718179"
"организация систем видеонаблюдения","6816608","45","3408304"
"построение и обслуживание структурированных кабельных систем (СКС)","9123444","216","4561722"
"создание и поддержка интеллектуальных медиасистем","1314113","337","657056"
"телефония","7026710","327","2342236"
"создание виртуального офиса","5758633","227","1919544"
"организация резервного копирования","1113148","332","556574"
"администрирование сетей и серверов","2187197","118","1093598"
"техническая поддержка рабочих станций и ИТ сервисов","6409946","44","2136648"
"веб-разработка","8369390","322","4184695"
"создание мобильных систем","8430336","330","4215168"
"создание и обслуживание систем контроля доступа к портам и устройствам","3157797","231","1052599"
"организацию антивирусной защиты","7465584","363","3732792"
"решения касающиеся сетевой безопасности и отражения угроз","502565","180","251282"
"организация систем видеонаблюдения","4005478","91","2002739"
"построение и обслуживание структурированных кабельных систем (СКС)","8634955","43","2878318"
"создание и поддержка интеллектуальных медиасистем","3558907","339","1779453"
"телефония","7826967","351","2608989"
"создание виртуального офиса","5850776","283","1950258"
"организация резервного копирования","1592679","63","796339"
"администрирование сетей и серверов","3578160","320","1192720"
"техническая поддержка рабочих станций и ИТ сервисов","8521630","277","2840543"
"веб-разработка","1160801","204","580400"
"создание мобильных систем","6281629","158","3140814"
"создание и обслуживание систем контроля доступа к портам и устройствам","3514774","339","1171591"
"организацию антивирусной защиты","3215581","161","1607790"
"решения касающиеся сетевой безопасности и отражения угроз","1995025","49","665008"
"организация систем видеонаблюдения","2668219","300","889406"
"построение и обслуживание структурированных кабельных систем (СКС)","4715676","157","2357838"
"создание и поддержка интеллектуальных медиасистем","5978447","295","1992815"
"телефония","5622861","112","2811430"
"создание виртуального офиса","4319134","85","1439711"
"организация резервного копирования","2237238","280","745746"
"администрирование сетей и серверов","2294428","165","764809"
"техническая поддержка рабочих станций и ИТ сервисов","7415606","149","3707803"
"веб-разработка","2975476","196","1487738"
"создание мобильных систем","3987382","110","1329127"
"создание и обслуживание систем контроля доступа к портам и устройствам","2430664","77","810221"
"организацию антивирусной защиты","2313428","151","1156714"
"решения касающиеся сетевой безопасности и отражения угроз","372285","57","124095"
"организация систем видеонаблюдения","4797091","139","2398545"
"построение и обслуживание структурированных кабельных систем (СКС)","292646","264","97548"
"создание и поддержка интеллектуальных медиасистем","9038174","82","4519087"
"телефония","2646091","187","882030"
"создание виртуального офиса","3431801","244","1715900"
"организация резервного копирования","2060459","251","686819"
"администрирование сетей и серверов","4046409","113","2023204"
"техническая поддержка рабочих станций и ИТ сервисов","8930280","155","2976760"
"веб-разработка","8411740","288","2803913"
"создание мобильных систем","3396668","240","1132222"
"создание и обслуживание систем контроля доступа к портам и устройствам","879595","70","293198"
"организацию антивирусной защиты","1900374","210","950187"
"решения касающиеся сетевой безопасности и отражения угроз","6242074","45","3121037"
"организация систем видеонаблюдения","9013513","301","3004504"
"построение и обслуживание структурированных кабельных систем (СКС)","2021131","27","673710"
"создание и поддержка интеллектуальных медиасистем","8844529","345","4422264"
"телефония","4508253","49","1502751"
"создание виртуального офиса","5341523","287","2670761"
"организация резервного копирования","326695","259","163347"
"администрирование сетей и серверов","1542001","222","771000"
"техническая поддержка рабочих станций и ИТ сервисов","4769833","304","2384916"
"веб-разработка","714472","273","238157"
"создание мобильных систем","3561312","74","1780656"
"создание и обслуживание систем контроля доступа к портам и устройствам","6753164","343","2251054"
"организацию антивирусной защиты","9365048","246","3121682"
"решения касающиеся сетевой безопасности и отражения угроз","268688","320","134344"
"организация систем видеонаблюдения","4510022","54","1503340"
"построение и обслуживание структурированных кабельных систем (СКС)","5355352","80","2677676"
"создание и поддержка интеллектуальных медиасистем","6860879","325","2286959"
"телефония","6039232","130","2013077"
"создание виртуального офиса","6732188","42","2244062"
"организация резервного копирования","5919598","80","2959799"
"администрирование сетей и серверов","2515901","290","838633"
"техническая поддержка рабочих станций и ИТ сервисов","5425643","155","2712821"
"веб-разработка","3108872","341","1554436"
"создание мобильных систем","9232330","99","3077443"
"создание и обслуживание систем контроля доступа к портам и устройствам","2969872","317","989957"
"организацию антивирусной защиты","6320824","355","3160412"
"решения касающиеся сетевой безопасности и отражения угроз","383961","272","191980"
"организация систем видеонаблюдения","9274895","151","3091631"
"построение и обслуживание структурированных кабельных систем (СКС)","2985235","135","1492617"
"создание и поддержка интеллектуальных медиасистем","8210223","134","4105111"
"телефония","7448455","71","2482818"
"создание виртуального офиса","8260200","244","4130100"
"организация резервного копирования","3229453","156","1076484"
"администрирование сетей и серверов","7007678","107","3503839"
"техническая поддержка рабочих станций и ИТ сервисов","5940264","103","2970132"
"веб-разработка","5561214","262","1853738"
"создание мобильных систем","1944056","123","648018"
"создание и обслуживание систем контроля доступа к портам и устройствам","8972929","59","4486464"
"организацию антивирусной защиты","8736467","303","2912155"
"решения касающиеся сетевой безопасности и отражения угроз","112367","123","37455"
"организация систем видеонаблюдения","2923500","121","974500"
"построение и обслуживание структурированных кабельных систем (СКС)","5725115","110","1908371"
"создание и поддержка интеллектуальных медиасистем","9407573","356","4703786"
"телефония","2094009","161","698003"
"создание виртуального офиса","8406963","64","2802321"
"организация резервного копирования","7531047","245","3765523"
"администрирование сетей и серверов","8801584","76","4400792"
"техническая поддержка рабочих станций и ИТ сервисов","6666551","33","3333275"
"веб-разработка","4427827","125","1475942"
"создание мобильных систем","6453576","139","3226788"
"создание и обслуживание систем контроля доступа к портам и устройствам","9366036","182","3122012"
"организацию антивирусной защиты","1330401","145","443467"
"решения касающиеся сетевой безопасности и отражения угроз","958768","323","319589"
"организация систем видеонаблюдения","2636359","171","878786"
"построение и обслуживание структурированных кабельных систем (СКС)","5457834","272","2728917"
"создание и поддержка интеллектуальных медиасистем","4133235","27","2066617"
"телефония","7043051","307","2347683"
"создание виртуального офиса","1931268","131","965634"
"организация резервного копирования","2036180","62","1018090"
"администрирование сетей и серверов","8625907","94","2875302"
"техническая поддержка рабочих станций и ИТ сервисов","745963","338","372981"
"веб-разработка","6273663","354","2091221"
"создание мобильных систем","8231950","124","4115975"
"создание и обслуживание систем контроля доступа к портам и устройствам","7824624","147","2608208"
"организацию антивирусной защиты","4093296","133","2046648"
"решения касающиеся сетевой безопасности и отражения угроз","3317191","352","1658595"
"организация систем видеонаблюдения","6547438","245","2182479"
"построение и обслуживание структурированных кабельных систем (СКС)","728591","109","242863"
"создание и поддержка интеллектуальных медиасистем","1872564","341","624188"
"телефония","2411716","262","803905"
"создание виртуального офиса","8510594","22","4255297"
"организация резервного копирования","8355390","22","4177695"
"администрирование сетей и серверов","4672496","85","1557498"
"техническая поддержка рабочих станций и ИТ сервисов","1199359","352","599679"
"веб-разработка","1745038","339","581679"
"создание мобильных систем","5198601","208","1732867"
"создание и обслуживание систем контроля доступа к портам и устройствам","2711534","357","903844"
"организацию антивирусной защиты","4336161","54","2168080"
"решения касающиеся сетевой безопасности и отражения угроз","8770080","111","2923360"
"организация систем видеонаблюдения","3874886","122","1937443"
"построение и обслуживание структурированных кабельных систем (СКС)","2616077","174","1308038"
"создание и поддержка интеллектуальных медиасистем","2426900","265","1213450"
"телефония","6233233","105","3116616"
"создание виртуального офиса","8206954","254","4103477"
"организация резервного копирования","8321002","33","2773667"
"администрирование сетей и серверов","1007781","103","503890"
"техническая поддержка рабочих станций и ИТ сервисов","292123","62","97374"
"веб-разработка","3214526","253","1071508"
"создание мобильных систем","469042","297","234521"
"создание и обслуживание систем контроля доступа к портам и устройствам","2584619","174","861539"
"организацию антивирусной защиты","5423249","63","2711624"
"решения касающиеся сетевой безопасности и отражения угроз","4052973","306","2026486"
"организация систем видеонаблюдения","3534592","54","1767296"
"построение и обслуживание структурированных кабельных систем (СКС)","6582914","160","3291457"
"создание и поддержка интеллектуальных медиасистем","2477952","329","1238976"
"телефония","3247060","50","1623530"
"создание виртуального офиса","1776692","51","888346"
"организация резервного копирования","6682576","197","3341288"
"администрирование сетей и серверов","7511520","360","2503840"
"техническая поддержка рабочих станций и ИТ сервисов","5641628","124","2820814"
"веб-разработка","7425843","100","3712921"
"создание мобильных систем","5212840","83","2606420"
"создание и обслуживание систем контроля доступа к портам и устройствам","275446","351","91815"
"организацию антивирусной защиты","6413508","347","3206754"
"решения касающиеся сетевой безопасности и отражения угроз","9367733","77","3122577"
"организация систем видеонаблюдения","529773","157","176591"
"построение и обслуживание структурированных кабельных систем (СКС)","2228426","167","1114213"
"создание и поддержка интеллектуальных медиасистем","4449334","61","2224667"
"телефония","7467823","115","2489274"
"создание виртуального офиса","373646","227","186823"
"организация резервного копирования","7366143","207","3683071"
"администрирование сетей и серверов","6320700","130","3160350"
"техническая поддержка рабочих станций и ИТ сервисов","4735037","105","1578345"
"веб-разработка","7710352","125","3855176"
"создание мобильных систем","9564500","106","3188166"
"создание и обслуживание систем контроля доступа к портам и устройствам","4214924","364","1404974"
"организацию антивирусной защиты","6310124","319","3155062"
"решения касающиеся сетевой безопасности и отражения угроз","1138793","263","569396"
"организация систем видеонаблюдения","2973399","20","1486699"
"построение и обслуживание структурированных кабельных систем (СКС)","9550335","318","4775167"
"создание и поддержка интеллектуальных медиасистем","1471969","116","490656"
"телефония","8508264","314","2836088"
"создание виртуального офиса","4248577","163","1416192"
"организация резервного копирования","6274047","290","2091349"
"администрирование сетей и серверов","5087466","59","1695822"
"техническая поддержка рабочих станций и ИТ сервисов","1533075","306","511025"
"веб-разработка","6658898","101","2219632"
"создание мобильных систем","7855390","117","2618463"
"создание и обслуживание систем контроля доступа к портам и устройствам","8396287","63","4198143"
"организацию антивирусной защиты","6270920","184","3135460"
"решения касающиеся сетевой безопасности и отражения угроз","312873","40","104291"
"организация систем видеонаблюдения","175492","76","87746"
"построение и обслуживание структурированных кабельных систем (СКС)","1107571","239","369190"
"создание и поддержка интеллектуальных медиасистем","8834469","236","2944823"
"телефония","5806719","328","2903359"
"создание виртуального офиса","6197504","293","3098752"
"организация резервного копирования","3303773","81","1101257"
"администрирование сетей и серверов","3773763","362","1257921"
"техническая поддержка рабочих станций и ИТ сервисов","2625473","350","875157"
"веб-разработка","7671871","147","3835935"
"создание мобильных систем","6764574","362","3382287"
"создание и обслуживание систем контроля доступа к портам и устройствам","5081404","90","2540702"
"организацию антивирусной защиты","4592489","217","1530829"
"решения касающиеся сетевой безопасности и отражения угроз","2495067","22","831689"
"организация систем видеонаблюдения","4159982","188","2079991"
"построение и обслуживание структурированных кабельных систем (СКС)","9478829","322","4739414"
"создание и поддержка интеллектуальных медиасистем","5758200","193","2879100"
"телефония","6067946","342","2022648"
"создание виртуального офиса","4962952","239","1654317"
"организация резервного копирования","3337911","347","1668955"
"администрирование сетей и серверов","5453906","179","1817968"
"техническая поддержка рабочих станций и ИТ сервисов","2663640","167","887880"
"веб-разработка","7570254","170","2523418"
"создание мобильных систем","7100032","312","3550016"
"создание и обслуживание систем контроля доступа к портам и устройствам","4324021","68","2162010"
"организацию антивирусной защиты","5543151","262","2771575"
"решения касающиеся сетевой безопасности и отражения угроз","6095002","239","2031667"
"организация систем видеонаблюдения","9907094","161","4953547"
"построение и обслуживание структурированных кабельных систем (СКС)","4680375","80","2340187"
"создание и поддержка интеллектуальных медиасистем","9255378","354","4627689"
"телефония","3775555","93","1258518"
"создание виртуального офиса","8228244","276","2742748"
"организация резервного копирования","3784284","101","1892142"
"администрирование сетей и серверов","5138857","301","2569428"
"техническая поддержка рабочих станций и ИТ сервисов","5180264","150","2590132"
"веб-разработка","4604541","138","2302270"
"создание мобильных систем","966993","209","322331"
"создание и обслуживание систем контроля доступа к портам и устройствам","916727","236","458363"
"организацию антивирусной защиты","4324188","270","1441396"
"решения касающиеся сетевой безопасности и отражения угроз","7339076","74","3669538"
"организация систем видеонаблюдения","5680200","94","1893400"
"построение и обслуживание структурированных кабельных систем (СКС)","1561383","130","780691"
"создание и поддержка интеллектуальных медиасистем","3256878","101","1628439"
"телефония","3521550","91","1173850"
"создание виртуального офиса","6251856","255","2083952"
"организация резервного копирования","2630885","85","1315442"
"администрирование сетей и серверов","8777715","195","2925905"
"техническая поддержка рабочих станций и ИТ сервисов","3406128","304","1703064"
"веб-разработка","9519823","164","4759911"
"создание мобильных систем","4379273","296","1459757"
"создание и обслуживание систем контроля доступа к портам и устройствам","4964818","340","1654939"
"организацию антивирусной защиты","5890066","64","1963355"
"решения касающиеся сетевой безопасности и отражения угроз","9298879","79","3099626"
"организация систем видеонаблюдения","6659437","340","2219812"
"построение и обслуживание структурированных кабельных систем (СКС)","2053708","72","684569"
"создание и поддержка интеллектуальных медиасистем","9126549","39","4563274"
"телефония","6998307","100","2332769"
"создание виртуального офиса","5368448","30","1789482"
"организация резервного копирования","8449703","62","2816567"
"администрирование сетей и серверов","7391824","286","2463941"
"техническая поддержка рабочих станций и ИТ сервисов","1807269","28","903634"
"веб-разработка","4897108","183","1632369"
"создание мобильных систем","612118","192","306059"
"создание и обслуживание систем контроля доступа к портам и устройствам","7534038","267","3767019"
"организацию антивирусной защиты","6817933","31","3408966"
"решения касающиеся сетевой безопасности и отражения угроз","4878289","311","2439144"
"организация систем видеонаблюдения","5474278","357","2737139"
"построение и обслуживание структурированных кабельных систем (СКС)","5621588","187","1873862"
"создание и поддержка интеллектуальных медиасистем","4711584","92","2355792"
"телефония","650668","14","216889"
"создание виртуального офиса","4722758","360","2361379"
"организация резервного копирования","1178358","317","589179"
"администрирование сетей и серверов","1541074","30","770537"
"техническая поддержка рабочих станций и ИТ сервисов","704627","301","234875"
"веб-разработка","3974740","118","1324913"
"создание мобильных систем","3520233","176","1173411"
"создание и обслуживание систем контроля доступа к портам и устройствам","316265","327","105421"
"организацию антивирусной защиты","5614975","146","1871658"
"решения касающиеся сетевой безопасности и отражения угроз","717504","329","358752"
"организация систем видеонаблюдения","4332379","71","1444126"
"построение и обслуживание структурированных кабельных систем (СКС)","3002288","152","1501144"
"создание и поддержка интеллектуальных медиасистем","6512940","259","2170980"
"телефония","6413696","241","3206848"
"создание виртуального офиса","4873823","15","1624607"
"организация резервного копирования","360436","79","180218"
"администрирование сетей и серверов","1634532","319","544844"
"техническая поддержка рабочих станций и ИТ сервисов","8180624","162","4090312"
"веб-разработка","1293324","296","431108"
"создание мобильных систем","8941567","330","4470783"
"создание и обслуживание систем контроля доступа к портам и устройствам","6823447","210","2274482"
"организацию антивирусной защиты","2450755","315","816918"
"решения касающиеся сетевой безопасности и отражения угроз","2339621","343","779873"
"организация систем видеонаблюдения","5984270","235","2992135"
"построение и обслуживание структурированных кабельных систем (СКС)","2260167","261","753389"
"создание и поддержка интеллектуальных медиасистем","9810890","62","3270296"
"телефония","5186355","324","2593177"
"создание виртуального офиса","2833265","262","944421"
"организация резервного копирования","3180032","86","1060010"
"администрирование сетей и серверов","8416992","262","2805664"
"техническая поддержка рабочих станций и ИТ сервисов","4874767","333","2437383"
"веб-разработка","7312575","266","3656287"
"создание мобильных систем","4296389","129","1432129"
"создание и обслуживание систем контроля доступа к портам и устройствам","2429808","215","809936"
"организацию антивирусной защиты","8619964","205","4309982"
"решения касающиеся сетевой безопасности и отражения угроз","5800244","56","2900122"
"организация систем видеонаблюдения","143141","114","71570"
"построение и обслуживание структурированных кабельных систем (СКС)","6170371","277","3085185"
"создание и поддержка интеллектуальных медиасистем","4569584","246","2284792"
"телефония","8486312","184","4243156"
"создание виртуального офиса","8173901","253","4086950"
"организация резервного копирования","6538538","215","3269269"
"администрирование сетей и серверов","632947","343","316473"
"техническая поддержка рабочих станций и ИТ сервисов","7129708","215","3564854"
"веб-разработка","2669751","327","889917"
"создание мобильных систем","5889828","337","1963276"
"создание и обслуживание систем контроля доступа к портам и устройствам","2452385","332","817461"
"организацию антивирусной защиты","3816451","336","1272150"
"решения касающиеся сетевой безопасности и отражения угроз","2716287","199","905429"
"организация систем видеонаблюдения","7192268","312","3596134"
"построение и обслуживание структурированных кабельных систем (СКС)","986218","237","328739"
"создание и поддержка интеллектуальных медиасистем","4812763","107","1604254"
"телефония","6224694","42","3112347"
"создание виртуального офиса","2181987","196","727329"
"организация резервного копирования","8662456","334","2887485"
"администрирование сетей и серверов","8547720","309","2849240"
"техническая поддержка рабочих станций и ИТ сервисов","6946640","214","3473320"
"веб-разработка","6564757","308","3282378"
"создание мобильных систем","4075504","362","2037752"
"создание и обслуживание систем контроля доступа к портам и устройствам","2184891","315","1092445"
"организацию антивирусной защиты","1308344","86","654172"
"решения касающиеся сетевой безопасности и отражения угроз","5149098","282","1716366"
"организация систем видеонаблюдения","6670225","319","3335112"
"построение и обслуживание структурированных кабельных систем (СКС)","2042660","284","680886"
"создание и поддержка интеллектуальных медиасистем","7713924","242","3856962"
"телефония","7186860","289","2395620"
"создание виртуального офиса","1204602","235","401534"
"организация резервного копирования","1846305","183","923152"
"администрирование сетей и серверов","3686435","170","1228811"
"техническая поддержка рабочих станций и ИТ сервисов","8807856","35","2935952"
"веб-разработка","5653224","105","2826612"
"создание мобильных систем","4285665","314","1428555"
"создание и обслуживание систем контроля доступа к портам и устройствам","7711474","246","2570491"
"организацию антивирусной защиты","9482979","61","4741489"
"решения касающиеся сетевой безопасности и отражения угроз","2632381","269","1316190"
"организация систем видеонаблюдения","5352249","257","1784083"
"построение и обслуживание структурированных кабельных систем (СКС)","4064366","303","2032183"
"создание и поддержка интеллектуальных медиасистем","5045010","224","1681670"
"телефония","2354428","271","784809"
"создание виртуального офиса","4787330","355","2393665"
"организация резервного копирования","2531907","89","843969"
"администрирование сетей и серверов","3014294","357","1004764"
"техническая поддержка рабочих станций и ИТ сервисов","4824241","73","1608080"
"веб-разработка","9597102","20","3199034"
"создание мобильных систем","5819683","39","2909841"
"создание и обслуживание систем контроля доступа к портам и устройствам","8377946","119","4188973"
"организацию антивирусной защиты","8891566","287","2963855"
"решения касающиеся сетевой безопасности и отражения угроз","3676261","107","1838130"
"организация систем видеонаблюдения","9145747","135","3048582"
"построение и обслуживание структурированных кабельных систем (СКС)","828362","31","276120"
"создание и поддержка интеллектуальных медиасистем","3806415","246","1903207"
"телефония","7356128","317","2452042"
"создание виртуального офиса","2538559","304","1269279"
"организация резервного копирования","8118874","338","2706291"
"администрирование сетей и серверов","2203743","229","734581"
"техническая поддержка рабочих станций и ИТ сервисов","3300225","196","1650112"
"веб-разработка","2191374","276","730458"
"создание мобильных систем","1760880","256","586960"
"создание и обслуживание систем контроля доступа к портам и устройствам","2522452","93","1261226"
"организацию антивирусной защиты","5181869","43","2590934"
"решения касающиеся сетевой безопасности и отражения угроз","2391824","152","797274"
"организация систем видеонаблюдения","7497391","167","2499130"
"построение и обслуживание структурированных кабельных систем (СКС)","8773621","223","2924540"
"создание и поддержка интеллектуальных медиасистем","4843271","102","2421635"
"телефония","4052340","293","1350780"
"создание виртуального офиса","8809409","89","4404704"
