"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"телефония","9927082","98","3309027"
"создание виртуального офиса","3691658","98","1845829"
"организация резервного копирования","6475818","273","3237909"
"администрирование сетей и серверов","3097889","345","1032629"
"техническая поддержка рабочих станций и ИТ сервисов","9065890","121","3021963"
"веб-разработка","7451756","182","3725878"
"создание мобильных систем","6187588","36","2062529"
"создание и обслуживание систем контроля доступа к портам и устройствам","8389010","304","2796336"
"организацию антивирусной защиты","9694958","139","3231652"
"решения касающиеся сетевой безопасности и отражения угроз","435101","200","145033"
"организация систем видеонаблюдения","1535941","59","511980"
"построение и обслуживание структурированных кабельных систем (СКС)","8760427","121","4380213"
"создание и поддержка интеллектуальных медиасистем","5012868","142","2506434"
"телефония","3727224","55","1242408"
"создание виртуального офиса","9011188","56","3003729"
"организация резервного копирования","463253","94","154417"
"администрирование сетей и серверов","4147633","246","1382544"
"техническая поддержка рабочих станций и ИТ сервисов","596661","124","198887"
"веб-разработка","9397767","77","3132589"
"создание мобильных систем","7713380","151","2571126"
"создание и обслуживание систем контроля доступа к портам и устройствам","7074663","55","2358221"
"организацию антивирусной защиты","4629783","23","2314891"
"решения касающиеся сетевой безопасности и отражения угроз","1335994","245","667997"
"организация систем видеонаблюдения","7670872","302","3835436"
"построение и обслуживание структурированных кабельных систем (СКС)","4999506","159","1666502"
"создание и поддержка интеллектуальных медиасистем","8179250","179","4089625"
"телефония","7356028","95","3678014"
"создание виртуального офиса","4072150","333","1357383"
"организация резервного копирования","6787816","22","3393908"
"администрирование сетей и серверов","9624694","137","4812347"
"техническая поддержка рабочих станций и ИТ сервисов","1808362","350","904181"
"веб-разработка","6334654","347","2111551"
"создание мобильных систем","8123838","335","2707946"
"создание и обслуживание систем контроля доступа к портам и устройствам","1395357","264","465119"
"организацию антивирусной защиты","6920243","15","3460121"
"решения касающиеся сетевой безопасности и отражения угроз","4684168","186","2342084"
"организация систем видеонаблюдения","7993399","207","2664466"
"построение и обслуживание структурированных кабельных систем (СКС)","6306605","24","2102201"
"создание и поддержка интеллектуальных медиасистем","9671098","261","4835549"
"телефония","836384","149","418192"
"создание виртуального офиса","7721911","207","3860955"
"организация резервного копирования","773035","211","257678"
"администрирование сетей и серверов","975194","126","487597"
"техническая поддержка рабочих станций и ИТ сервисов","8658267","63","4329133"
"веб-разработка","6885718","284","2295239"
"создание мобильных систем","8584637","119","4292318"
"создание и обслуживание систем контроля доступа к портам и устройствам","2503748","14","834582"
"организацию антивирусной защиты","209397","19","69799"
"решения касающиеся сетевой безопасности и отражения угроз","5613073","61","1871024"
"организация систем видеонаблюдения","6349017","311","3174508"
"построение и обслуживание структурированных кабельных систем (СКС)","2410275","282","1205137"
"создание и поддержка интеллектуальных медиасистем","6161417","236","2053805"
"телефония","9216058","323","3072019"
"создание виртуального офиса","3485935","154","1161978"
"организация резервного копирования","3940833","131","1313611"
"администрирование сетей и серверов","3115500","133","1038500"
"техническая поддержка рабочих станций и ИТ сервисов","6419407","120","3209703"
"веб-разработка","7769551","362","2589850"
"создание мобильных систем","5397666","32","1799222"
"создание и обслуживание систем контроля доступа к портам и устройствам","7340518","243","2446839"
"организацию антивирусной защиты","7124584","266","2374861"
"решения касающиеся сетевой безопасности и отражения угроз","682425","47","227475"
"организация систем видеонаблюдения","511022","156","170340"
"построение и обслуживание структурированных кабельных систем (СКС)","4040974","154","1346991"
"создание и поддержка интеллектуальных медиасистем","5352234","364","1784078"
"телефония","758400","246","379200"
"создание виртуального офиса","8375373","83","2791791"
"организация резервного копирования","9521729","337","3173909"
"администрирование сетей и серверов","8951449","270","4475724"
"техническая поддержка рабочих станций и ИТ сервисов","6967545","260","2322515"
"веб-разработка","8210954","108","2736984"
"создание мобильных систем","4685534","290","2342767"
"создание и обслуживание систем контроля доступа к портам и устройствам","167562","238","83781"
"организацию антивирусной защиты","4632230","189","2316115"
"решения касающиеся сетевой безопасности и отражения угроз","6158970","137","3079485"
"организация систем видеонаблюдения","5566657","47","2783328"
"построение и обслуживание структурированных кабельных систем (СКС)","3620566","97","1810283"
"создание и поддержка интеллектуальных медиасистем","5682553","310","1894184"
"телефония","7031126","252","3515563"
"создание виртуального офиса","3066426","319","1022142"
"организация резервного копирования","6214506","177","2071502"
"администрирование сетей и серверов","3876487","81","1292162"
"техническая поддержка рабочих станций и ИТ сервисов","4872323","68","1624107"
"веб-разработка","3889673","14","1944836"
"создание мобильных систем","9341787","207","4670893"
"создание и обслуживание систем контроля доступа к портам и устройствам","3146379","235","1048793"
"организацию антивирусной защиты","9716147","320","4858073"
"решения касающиеся сетевой безопасности и отражения угроз","991449","214","330483"
"организация систем видеонаблюдения","1205368","328","401789"
"построение и обслуживание структурированных кабельных систем (СКС)","7841044","140","2613681"
"создание и поддержка интеллектуальных медиасистем","4900453","214","1633484"
"телефония","3823382","58","1911691"
"создание виртуального офиса","5926680","112","1975560"
"организация резервного копирования","8946285","170","4473142"
"администрирование сетей и серверов","7492327","181","3746163"
"техническая поддержка рабочих станций и ИТ сервисов","8204204","82","4102102"
"веб-разработка","5198097","263","2599048"
"создание мобильных систем","1565030","76","521676"
"создание и обслуживание систем контроля доступа к портам и устройствам","9711931","65","3237310"
"организацию антивирусной защиты","3752989","127","1876494"
"решения касающиеся сетевой безопасности и отражения угроз","1364202","115","682101"
"организация систем видеонаблюдения","4329540","315","2164770"
"построение и обслуживание структурированных кабельных систем (СКС)","9314328","80","4657164"
"создание и поддержка интеллектуальных медиасистем","3427007","164","1142335"
"телефония","7475369","346","2491789"
"создание виртуального офиса","3437058","339","1145686"
"организация резервного копирования","7414055","127","3707027"
"администрирование сетей и серверов","7942544","127","3971272"
"техническая поддержка рабочих станций и ИТ сервисов","3554086","223","1777043"
"веб-разработка","5324802","354","1774934"
"создание мобильных систем","5680270","217","1893423"
"создание и обслуживание систем контроля доступа к портам и устройствам","3015990","122","1507995"
"организацию антивирусной защиты","7350881","318","3675440"
"решения касающиеся сетевой безопасности и отражения угроз","3919764","51","1959882"
"организация систем видеонаблюдения","6348042","206","3174021"
"построение и обслуживание структурированных кабельных систем (СКС)","2531064","44","1265532"
"создание и поддержка интеллектуальных медиасистем","9429935","225","4714967"
"телефония","1211393","204","403797"
"создание виртуального офиса","273813","165","91271"
"организация резервного копирования","5431698","22","2715849"
"администрирование сетей и серверов","1952943","193","976471"
"техническая поддержка рабочих станций и ИТ сервисов","1830708","327","610236"
"веб-разработка","9268551","142","3089517"
"создание мобильных систем","6803929","127","3401964"
"создание и обслуживание систем контроля доступа к портам и устройствам","3009146","123","1504573"
"организацию антивирусной защиты","7328326","168","2442775"
"решения касающиеся сетевой безопасности и отражения угроз","1763384","253","881692"
"организация систем видеонаблюдения","2648332","24","1324166"
"построение и обслуживание структурированных кабельных систем (СКС)","9009561","220","3003187"
"создание и поддержка интеллектуальных медиасистем","8197797","346","4098898"
"телефония","4759171","201","2379585"
"создание виртуального офиса","2917522","170","1458761"
"организация резервного копирования","4173809","18","2086904"
"администрирование сетей и серверов","3216673","238","1608336"
"техническая поддержка рабочих станций и ИТ сервисов","9915943","212","4957971"
"веб-разработка","7476438","82","2492146"
"создание мобильных систем","7309625","299","3654812"
"создание и обслуживание систем контроля доступа к портам и устройствам","6724883","188","2241627"
"организацию антивирусной защиты","9593735","39","3197911"
"решения касающиеся сетевой безопасности и отражения угроз","6654748","118","2218249"
"организация систем видеонаблюдения","603852","105","201284"
"построение и обслуживание структурированных кабельных систем (СКС)","6772842","131","2257614"
"создание и поддержка интеллектуальных медиасистем","5882385","57","2941192"
"телефония","8020703","87","4010351"
"создание виртуального офиса","2304794","351","768264"
"организация резервного копирования","8708210","153","2902736"
"администрирование сетей и серверов","4023996","87","2011998"
"техническая поддержка рабочих станций и ИТ сервисов","2623272","151","1311636"
"веб-разработка","3283001","238","1094333"
"создание мобильных систем","6248355","253","3124177"
"создание и обслуживание систем контроля доступа к портам и устройствам","4099114","128","2049557"
"организацию антивирусной защиты","2151117","18","1075558"
"решения касающиеся сетевой безопасности и отражения угроз","762776","304","381388"
"организация систем видеонаблюдения","3442020","340","1147340"
"построение и обслуживание структурированных кабельных систем (СКС)","5141037","75","1713679"
"создание и поддержка интеллектуальных медиасистем","6038115","182","3019057"
"телефония","5653044","32","2826522"
"создание виртуального офиса","9765626","234","3255208"
"организация резервного копирования","8961766","80","2987255"
"администрирование сетей и серверов","1383074","54","691537"
"техническая поддержка рабочих станций и ИТ сервисов","6448932","263","3224466"
"веб-разработка","3783313","364","1891656"
"создание мобильных систем","940500","49","470250"
"создание и обслуживание систем контроля доступа к портам и устройствам","7756111","325","2585370"
"организацию антивирусной защиты","6135397","47","2045132"
"решения касающиеся сетевой безопасности и отражения угроз","8959579","155","4479789"
"организация систем видеонаблюдения","221657","185","73885"
"построение и обслуживание структурированных кабельных систем (СКС)","3583838","270","1194612"
"создание и поддержка интеллектуальных медиасистем","7260685","26","2420228"
"телефония","8822493","136","2940831"
"создание виртуального офиса","9990586","23","4995293"
"организация резервного копирования","7532043","279","3766021"
"администрирование сетей и серверов","1805765","349","601921"
"техническая поддержка рабочих станций и ИТ сервисов","9710435","239","4855217"
"веб-разработка","2120615","171","1060307"
"создание мобильных систем","8366936","146","2788978"
"создание и обслуживание систем контроля доступа к портам и устройствам","5696951","223","1898983"
"организацию антивирусной защиты","7583215","75","3791607"
"решения касающиеся сетевой безопасности и отражения угроз","8779613","271","2926537"
"организация систем видеонаблюдения","146373","149","48791"
"построение и обслуживание структурированных кабельных систем (СКС)","6120439","86","3060219"
"создание и поддержка интеллектуальных медиасистем","5652988","234","1884329"
"телефония","1157401","334","578700"
"создание виртуального офиса","1023510","168","341170"
"организация резервного копирования","6419195","137","2139731"
"администрирование сетей и серверов","4399465","290","2199732"
"техническая поддержка рабочих станций и ИТ сервисов","6773833","25","2257944"
"веб-разработка","3024699","166","1512349"
"создание мобильных систем","842036","352","280678"
"создание и обслуживание систем контроля доступа к портам и устройствам","848417","175","424208"
"организацию антивирусной защиты","928951","159","309650"
"решения касающиеся сетевой безопасности и отражения угроз","6452668","109","3226334"
"организация систем видеонаблюдения","2304622","75","1152311"
"построение и обслуживание структурированных кабельных систем (СКС)","9968566","305","4984283"
"создание и поддержка интеллектуальных медиасистем","8440042","223","4220021"
"телефония","2038627","294","1019313"
"создание виртуального офиса","8089529","220","2696509"
"организация резервного копирования","516858","227","258429"
"администрирование сетей и серверов","5154235","216","2577117"
"техническая поддержка рабочих станций и ИТ сервисов","8636709","67","4318354"
"веб-разработка","3388524","155","1129508"
"создание мобильных систем","965181","193","482590"
"создание и обслуживание систем контроля доступа к портам и устройствам","4035720","201","1345240"
"организацию антивирусной защиты","9562760","215","4781380"
"решения касающиеся сетевой безопасности и отражения угроз","6387463","129","2129154"
"организация систем видеонаблюдения","1586755","157","528918"
"построение и обслуживание структурированных кабельных систем (СКС)","2517729","320","1258864"
"создание и поддержка интеллектуальных медиасистем","8033558","213","4016779"
"телефония","5640240","253","1880080"
"создание виртуального офиса","1079713","74","359904"
"организация резервного копирования","7717183","65","3858591"
"администрирование сетей и серверов","1832541","111","916270"
"техническая поддержка рабочих станций и ИТ сервисов","3507007","153","1169002"
"веб-разработка","3984340","324","1328113"
"создание мобильных систем","821492","349","410746"
"создание и обслуживание систем контроля доступа к портам и устройствам","7828416","258","3914208"
"организацию антивирусной защиты","4172277","262","1390759"
"решения касающиеся сетевой безопасности и отражения угроз","8084895","325","4042447"
"организация систем видеонаблюдения","8887230","101","4443615"
"построение и обслуживание структурированных кабельных систем (СКС)","8714013","155","4357006"
"создание и поддержка интеллектуальных медиасистем","2657447","34","1328723"
"телефония","7767007","255","2589002"
"создание виртуального офиса","5887830","323","2943915"
"организация резервного копирования","9567771","217","3189257"
"администрирование сетей и серверов","2629049","287","876349"
"техническая поддержка рабочих станций и ИТ сервисов","7391180","183","3695590"
"веб-разработка","2596421","299","865473"
"создание мобильных систем","9222384","334","4611192"
"создание и обслуживание систем контроля доступа к портам и устройствам","5810181","74","1936727"
"организацию антивирусной защиты","3460014","329","1730007"
"решения касающиеся сетевой безопасности и отражения угроз","7107637","350","2369212"
"организация систем видеонаблюдения","1707757","163","569252"
"построение и обслуживание структурированных кабельных систем (СКС)","1885626","131","942813"
"создание и поддержка интеллектуальных медиасистем","1515545","182","757772"
"телефония","4758309","194","2379154"
"создание виртуального офиса","550119","110","275059"
"организация резервного копирования","7369569","277","3684784"
"администрирование сетей и серверов","2382343","348","1191171"
"техническая поддержка рабочих станций и ИТ сервисов","5049463","343","1683154"
"веб-разработка","4119427","364","2059713"
"создание мобильных систем","912859","16","456429"
"создание и обслуживание систем контроля доступа к портам и устройствам","6348081","286","3174040"
"организацию антивирусной защиты","3445827","91","1148609"
"решения касающиеся сетевой безопасности и отражения угроз","924349","219","462174"
"организация систем видеонаблюдения","6176711","260","2058903"
"построение и обслуживание структурированных кабельных систем (СКС)","3478122","168","1159374"
"создание и поддержка интеллектуальных медиасистем","7170927","312","2390309"
"телефония","5004788","324","2502394"
"создание виртуального офиса","6187456","317","3093728"
"организация резервного копирования","2886903","61","962301"
"администрирование сетей и серверов","1047062","256","349020"
"техническая поддержка рабочих станций и ИТ сервисов","4375349","146","2187674"
"веб-разработка","8292226","198","2764075"
"создание мобильных систем","4360654","198","2180327"
"создание и обслуживание систем контроля доступа к портам и устройствам","9914084","308","4957042"
"организацию антивирусной защиты","1717059","298","572353"
"решения касающиеся сетевой безопасности и отражения угроз","3913165","117","1304388"
"организация систем видеонаблюдения","2593035","288","864345"
"построение и обслуживание структурированных кабельных систем (СКС)","9848676","168","3282892"
"создание и поддержка интеллектуальных медиасистем","1962208","26","981104"
"телефония","8639202","333","2879734"
"создание виртуального офиса","5260745","187","1753581"
"организация резервного копирования","2147152","203","715717"
"администрирование сетей и серверов","3407739","339","1135913"
"техническая поддержка рабочих станций и ИТ сервисов","6919242","315","3459621"
"веб-разработка","7864643","199","2621547"
"создание мобильных систем","2423880","17","807960"
"создание и обслуживание систем контроля доступа к портам и устройствам","8698006","173","4349003"
"организацию антивирусной защиты","2086870","175","695623"
"решения касающиеся сетевой безопасности и отражения угроз","6779175","271","2259725"
"организация систем видеонаблюдения","2343743","141","1171871"
"построение и обслуживание структурированных кабельных систем (СКС)","3296978","95","1098992"
"создание и поддержка интеллектуальных медиасистем","5892865","90","1964288"
"телефония","1839411","90","613137"
"создание виртуального офиса","1811470","21","603823"
"организация резервного копирования","298457","314","99485"
"администрирование сетей и серверов","5331986","232","1777328"
"техническая поддержка рабочих станций и ИТ сервисов","2376880","261","792293"
"веб-разработка","5377995","42","2688997"
"создание мобильных систем","9350344","144","4675172"
"создание и обслуживание систем контроля доступа к портам и устройствам","7200126","132","2400042"
"организацию антивирусной защиты","9461383","240","4730691"
"решения касающиеся сетевой безопасности и отражения угроз","8831541","271","2943847"
"организация систем видеонаблюдения","2850551","18","950183"
"построение и обслуживание структурированных кабельных систем (СКС)","9183146","243","3061048"
"создание и поддержка интеллектуальных медиасистем","6525636","22","3262818"
"телефония","1810150","353","603383"
"создание виртуального офиса","6620519","137","2206839"
"организация резервного копирования","3814734","237","1271578"
"администрирование сетей и серверов","175590","288","58530"
"техническая поддержка рабочих станций и ИТ сервисов","1351083","299","675541"
"веб-разработка","3655079","226","1218359"
"создание мобильных систем","7765332","190","2588444"
"создание и обслуживание систем контроля доступа к портам и устройствам","8760607","43","4380303"
"организацию антивирусной защиты","8657776","223","4328888"
"решения касающиеся сетевой безопасности и отражения угроз","9907522","51","3302507"
"организация систем видеонаблюдения","7698368","269","2566122"
"построение и обслуживание структурированных кабельных систем (СКС)","9601039","127","3200346"
"создание и поддержка интеллектуальных медиасистем","4458036","210","1486012"
"телефония","2145288","179","1072644"
"создание виртуального офиса","5759114","175","1919704"
"организация резервного копирования","5683575","201","2841787"
"администрирование сетей и серверов","4424028","219","2212014"
"техническая поддержка рабочих станций и ИТ сервисов","3188151","140","1594075"
"веб-разработка","5804454","287","1934818"
"создание мобильных систем","4542588","108","2271294"
"создание и обслуживание систем контроля доступа к портам и устройствам","2519140","204","839713"
"организацию антивирусной защиты","4426439","212","1475479"
"решения касающиеся сетевой безопасности и отражения угроз","7954853","196","2651617"
"организация систем видеонаблюдения","4226939","109","1408979"
"построение и обслуживание структурированных кабельных систем (СКС)","3723535","225","1241178"
"создание и поддержка интеллектуальных медиасистем","7363183","217","2454394"
"телефония","5799220","141","1933073"
"создание виртуального офиса","3412739","226","1706369"
"организация резервного копирования","8201535","243","2733845"
"администрирование сетей и серверов","5629015","316","1876338"
"техническая поддержка рабочих станций и ИТ сервисов","5213698","19","1737899"
"веб-разработка","2421171","69","807057"
"создание мобильных систем","8187552","310","2729184"
"создание и обслуживание систем контроля доступа к портам и устройствам","6540571","356","3270285"
"организацию антивирусной защиты","959904","313","319968"
"решения касающиеся сетевой безопасности и отражения угроз","9424145","127","3141381"
"организация систем видеонаблюдения","7425407","237","2475135"
"построение и обслуживание структурированных кабельных систем (СКС)","4197336","343","2098668"
"создание и поддержка интеллектуальных медиасистем","7297889","243","2432629"
"телефония","5880324","300","2940162"
"создание виртуального офиса","6700633","297","3350316"
"организация резервного копирования","6232022","84","3116011"
"администрирование сетей и серверов","4222432","216","2111216"
"техническая поддержка рабочих станций и ИТ сервисов","1281359","135","640679"
"веб-разработка","153614","174","51204"
"создание мобильных систем","4026962","201","1342320"
"создание и обслуживание систем контроля доступа к портам и устройствам","1538464","272","769232"
"организацию антивирусной защиты","9601163","111","3200387"
"решения касающиеся сетевой безопасности и отражения угроз","9330772","341","3110257"
"организация систем видеонаблюдения","185767","327","61922"
"построение и обслуживание структурированных кабельных систем (СКС)","4372686","39","1457562"
"создание и поддержка интеллектуальных медиасистем","3006399","102","1503199"
"телефония","7194759","195","3597379"
"создание виртуального офиса","4461465","54","2230732"
"организация резервного копирования","7997283","47","2665761"
"администрирование сетей и серверов","3019487","341","1509743"
"техническая поддержка рабочих станций и ИТ сервисов","6707102","205","2235700"
"веб-разработка","4973597","65","2486798"
"создание мобильных систем","8963815","309","4481907"
"создание и обслуживание систем контроля доступа к портам и устройствам","5107326","170","1702442"
"организацию антивирусной защиты","5589017","225","2794508"
"решения касающиеся сетевой безопасности и отражения угроз","1385032","58","692516"
"организация систем видеонаблюдения","7124591","164","3562295"
"построение и обслуживание структурированных кабельных систем (СКС)","9634928","37","3211642"
"создание и поддержка интеллектуальных медиасистем","2188278","284","729426"
"телефония","7771443","48","2590481"
"создание виртуального офиса","3859879","304","1929939"
"организация резервного копирования","2296865","233","765621"
"администрирование сетей и серверов","8912227","137","4456113"
"техническая поддержка рабочих станций и ИТ сервисов","5900808","233","1966936"
"веб-разработка","8017098","263","2672366"
"создание мобильных систем","832012","289","416006"
"создание и обслуживание систем контроля доступа к портам и устройствам","8670766","186","4335383"
"организацию антивирусной защиты","3304139","284","1652069"
"решения касающиеся сетевой безопасности и отражения угроз","9837678","200","4918839"
"организация систем видеонаблюдения","3446457","193","1148819"
"построение и обслуживание структурированных кабельных систем (СКС)","4684633","134","2342316"
"создание и поддержка интеллектуальных медиасистем","1689640","328","844820"
"телефония","1057757","252","528878"
"создание виртуального офиса","609303","270","203101"
"организация резервного копирования","4088009","300","1362669"
"администрирование сетей и серверов","9983605","254","4991802"
"техническая поддержка рабочих станций и ИТ сервисов","4484893","199","2242446"
"веб-разработка","6189105","216","3094552"
"создание мобильных систем","8063357","146","2687785"
"создание и обслуживание систем контроля доступа к портам и устройствам","1457379","307","485793"
"организацию антивирусной защиты","8628849","170","4314424"
"решения касающиеся сетевой безопасности и отражения угроз","4020399","244","1340133"
"организация систем видеонаблюдения","3635003","255","1211667"
"построение и обслуживание структурированных кабельных систем (СКС)","9606343","111","4803171"
"создание и поддержка интеллектуальных медиасистем","4074745","163","1358248"
"телефония","7053260","143","3526630"
"создание виртуального офиса","7475750","29","2491916"
"организация резервного копирования","1081407","25","360469"
"администрирование сетей и серверов","3649685","299","1216561"
"техническая поддержка рабочих станций и ИТ сервисов","6943472","51","2314490"
"веб-разработка","2833932","35","944644"
"создание мобильных систем","7697923","357","3848961"
"создание и обслуживание систем контроля доступа к портам и устройствам","7517927","338","2505975"
"организацию антивирусной защиты","941097","88","470548"
"решения касающиеся сетевой безопасности и отражения угроз","2982556","325","1491278"
"организация систем видеонаблюдения","2648714","147","882904"
"построение и обслуживание структурированных кабельных систем (СКС)","7405461","211","2468487"
"создание и поддержка интеллектуальных медиасистем","6176587","305","2058862"
"телефония","2469108","129","823036"
"создание виртуального офиса","8566166","216","4283083"
"организация резервного копирования","7004878","265","2334959"
"администрирование сетей и серверов","6044033","204","2014677"
"техническая поддержка рабочих станций и ИТ сервисов","8150585","113","4075292"
"веб-разработка","2724093","93","1362046"
"создание мобильных систем","6756868","141","3378434"
"создание и обслуживание систем контроля доступа к портам и устройствам","9719310","177","4859655"
"организацию антивирусной защиты","5274304","115","1758101"
"решения касающиеся сетевой безопасности и отражения угроз","5824757","248","2912378"
"организация систем видеонаблюдения","7496983","220","3748491"
"построение и обслуживание структурированных кабельных систем (СКС)","3753381","144","1876690"
"создание и поддержка интеллектуальных медиасистем","1593065","134","796532"
"телефония","5722362","69","1907454"
"создание виртуального офиса","8534419","150","2844806"
"организация резервного копирования","628737","287","314368"
"администрирование сетей и серверов","2029899","168","1014949"
"техническая поддержка рабочих станций и ИТ сервисов","6674943","180","2224981"
"веб-разработка","6024816","135","2008272"
"создание мобильных систем","892194","37","446097"
"создание и обслуживание систем контроля доступа к портам и устройствам","8518506","335","2839502"
"организацию антивирусной защиты","7626448","193","2542149"
"решения касающиеся сетевой безопасности и отражения угроз","5186487","246","2593243"
"организация систем видеонаблюдения","6082437","273","3041218"
"построение и обслуживание структурированных кабельных систем (СКС)","1002981","268","501490"
"создание и поддержка интеллектуальных медиасистем","9014367","80","3004789"
"телефония","139620","152","46540"
"создание виртуального офиса","4831646","272","1610548"
"организация резервного копирования","7694956","328","2564985"
"администрирование сетей и серверов","7469651","36","3734825"
"техническая поддержка рабочих станций и ИТ сервисов","9578054","311","4789027"
"веб-разработка","3711572","178","1237190"
"создание мобильных систем","7801519","88","2600506"
"создание и обслуживание систем контроля доступа к портам и устройствам","3307913","131","1653956"
"организацию антивирусной защиты","7687492","58","3843746"
"решения касающиеся сетевой безопасности и отражения угроз","7915898","201","3957949"
"организация систем видеонаблюдения","8919922","305","4459961"
"построение и обслуживание структурированных кабельных систем (СКС)","3227750","156","1613875"
"создание и поддержка интеллектуальных медиасистем","6779962","137","3389981"
"телефония","3897286","62","1299095"
"создание виртуального офиса","1770685","205","885342"
"организация резервного копирования","8654106","277","2884702"
"администрирование сетей и серверов","1232128","110","410709"
"техническая поддержка рабочих станций и ИТ сервисов","9223311","332","4611655"
"веб-разработка","3371887","277","1123962"
"создание мобильных систем","923218","344","307739"
"создание и обслуживание систем контроля доступа к портам и устройствам","1198060","187","599030"
"организацию антивирусной защиты","9276808","23","3092269"
"решения касающиеся сетевой безопасности и отражения угроз","2320146","172","1160073"
"организация систем видеонаблюдения","7719035","199","3859517"
"построение и обслуживание структурированных кабельных систем (СКС)","4136718","148","1378906"
"создание и поддержка интеллектуальных медиасистем","4542995","212","2271497"
