"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"телефония","3117590","272","1558795"
"создание виртуального офиса","9761677","315","4880838"
"организация резервного копирования","3837410","68","1279136"
"администрирование сетей и серверов","6865327","37","2288442"
"техническая поддержка рабочих станций и ИТ сервисов","7923390","94","2641130"
"веб-разработка","9832093","203","3277364"
"создание мобильных систем","9984287","152","3328095"
"создание и обслуживание систем контроля доступа к портам и устройствам","7679376","253","2559792"
"организацию антивирусной защиты","9840480","325","4920240"
"решения касающиеся сетевой безопасности и отражения угроз","382902","116","191451"
"организация систем видеонаблюдения","3815804","353","1907902"
"построение и обслуживание структурированных кабельных систем (СКС)","4190823","36","2095411"
"создание и поддержка интеллектуальных медиасистем","222441","37","111220"
"телефония","4869080","24","1623026"
"создание виртуального офиса","7920817","180","3960408"
"организация резервного копирования","9610093","17","4805046"
"администрирование сетей и серверов","3606976","119","1202325"
"техническая поддержка рабочих станций и ИТ сервисов","6473139","157","2157713"
"веб-разработка","968595","62","322865"
"создание мобильных систем","8086247","352","4043123"
"создание и обслуживание систем контроля доступа к портам и устройствам","2633340","297","877780"
"организацию антивирусной защиты","1848009","238","616003"
"решения касающиеся сетевой безопасности и отражения угроз","5169435","310","1723145"
"организация систем видеонаблюдения","6600899","65","3300449"
"построение и обслуживание структурированных кабельных систем (СКС)","7948143","285","3974071"
"создание и поддержка интеллектуальных медиасистем","1080322","56","540161"
"телефония","6433316","204","2144438"
"создание виртуального офиса","9467313","53","4733656"
"организация резервного копирования","4726944","335","1575648"
"администрирование сетей и серверов","1744908","197","872454"
"техническая поддержка рабочих станций и ИТ сервисов","6202003","187","2067334"
"веб-разработка","4823579","36","2411789"
"создание мобильных систем","6794039","286","2264679"
"создание и обслуживание систем контроля доступа к портам и устройствам","4800493","223","1600164"
"организацию антивирусной защиты","6480849","99","2160283"
"решения касающиеся сетевой безопасности и отражения угроз","9287587","256","4643793"
"организация систем видеонаблюдения","8063249","56","2687749"
"построение и обслуживание структурированных кабельных систем (СКС)","1525703","328","508567"
"создание и поддержка интеллектуальных медиасистем","2518676","113","1259338"
"телефония","4803927","118","2401963"
"создание виртуального офиса","6626291","212","2208763"
"организация резервного копирования","1236262","343","412087"
"администрирование сетей и серверов","3956188","252","1978094"
"техническая поддержка рабочих станций и ИТ сервисов","3788787","330","1894393"
"веб-разработка","8950395","291","4475197"
"создание мобильных систем","2050793","160","683597"
"создание и обслуживание систем контроля доступа к портам и устройствам","3305593","48","1101864"
"организацию антивирусной защиты","9258740","285","3086246"
"решения касающиеся сетевой безопасности и отражения угроз","8257105","72","2752368"
"организация систем видеонаблюдения","5079529","36","2539764"
"построение и обслуживание структурированных кабельных систем (СКС)","5032052","323","1677350"
"создание и поддержка интеллектуальных медиасистем","6160989","288","2053663"
"телефония","7708748","312","2569582"
"создание виртуального офиса","9571007","209","3190335"
"организация резервного копирования","2770599","64","1385299"
"администрирование сетей и серверов","3980115","69","1990057"
"техническая поддержка рабочих станций и ИТ сервисов","1008064","342","504032"
"веб-разработка","4627391","34","2313695"
"создание мобильных систем","1606545","58","803272"
"создание и обслуживание систем контроля доступа к портам и устройствам","5365161","91","1788387"
"организацию антивирусной защиты","831444","126","277148"
"решения касающиеся сетевой безопасности и отражения угроз","6065254","255","3032627"
"организация систем видеонаблюдения","2098146","267","699382"
"построение и обслуживание структурированных кабельных систем (СКС)","9930825","362","3310275"
"создание и поддержка интеллектуальных медиасистем","9503673","171","4751836"
"телефония","8001671","260","4000835"
"создание виртуального офиса","5839887","60","1946629"
"организация резервного копирования","6864161","173","2288053"
"администрирование сетей и серверов","2985167","339","1492583"
"техническая поддержка рабочих станций и ИТ сервисов","9905072","83","3301690"
"веб-разработка","424269","165","212134"
"создание мобильных систем","6882136","49","2294045"
"создание и обслуживание систем контроля доступа к портам и устройствам","5931759","225","2965879"
"организацию антивирусной защиты","2038283","218","1019141"
"решения касающиеся сетевой безопасности и отражения угроз","7755724","354","3877862"
"организация систем видеонаблюдения","8405723","320","4202861"
"построение и обслуживание структурированных кабельных систем (СКС)","7446900","253","2482300"
"создание и поддержка интеллектуальных медиасистем","605088","217","302544"
"телефония","9820431","174","4910215"
"создание виртуального офиса","2199798","272","733266"
"организация резервного копирования","4817063","206","1605687"
"администрирование сетей и серверов","1802584","250","901292"
"техническая поддержка рабочих станций и ИТ сервисов","9851172","334","4925586"
"веб-разработка","798846","132","399423"
"создание мобильных систем","4835110","338","2417555"
"создание и обслуживание систем контроля доступа к портам и устройствам","2115964","185","1057982"
"организацию антивирусной защиты","9694916","232","4847458"
"решения касающиеся сетевой безопасности и отражения угроз","7993130","214","2664376"
"организация систем видеонаблюдения","3996561","275","1332187"
"построение и обслуживание структурированных кабельных систем (СКС)","8167356","21","2722452"
"создание и поддержка интеллектуальных медиасистем","7054952","142","2351650"
"телефония","8850114","194","4425057"
"создание виртуального офиса","8201937","264","2733979"
"организация резервного копирования","2004875","116","1002437"
"администрирование сетей и серверов","7864805","30","3932402"
"техническая поддержка рабочих станций и ИТ сервисов","3971952","310","1323984"
"веб-разработка","8654820","106","4327410"
"создание мобильных систем","3780200","321","1890100"
"создание и обслуживание систем контроля доступа к портам и устройствам","6382758","62","3191379"
"организацию антивирусной защиты","9928659","316","4964329"
"решения касающиеся сетевой безопасности и отражения угроз","9311945","112","3103981"
"организация систем видеонаблюдения","4004823","146","2002411"
"построение и обслуживание структурированных кабельных систем (СКС)","2262118","361","1131059"
"создание и поддержка интеллектуальных медиасистем","2567091","211","1283545"
"телефония","4427044","132","1475681"
"создание виртуального офиса","8905134","246","2968378"
"организация резервного копирования","8503206","310","4251603"
"администрирование сетей и серверов","2246894","180","748964"
"техническая поддержка рабочих станций и ИТ сервисов","6540271","222","2180090"
"веб-разработка","893388","222","446694"
"создание мобильных систем","1818161","350","606053"
"создание и обслуживание систем контроля доступа к портам и устройствам","6308593","94","2102864"
"организацию антивирусной защиты","1296094","302","432031"
"решения касающиеся сетевой безопасности и отражения угроз","8727779","307","4363889"
"организация систем видеонаблюдения","4104777","226","2052388"
"построение и обслуживание структурированных кабельных систем (СКС)","2749410","124","916470"
"создание и поддержка интеллектуальных медиасистем","8844653","349","4422326"
"телефония","9016918","114","4508459"
"создание виртуального офиса","5787309","67","1929103"
"организация резервного копирования","2942312","203","980770"
"администрирование сетей и серверов","6436542","62","2145514"
"техническая поддержка рабочих станций и ИТ сервисов","3059786","36","1019928"
"веб-разработка","1385072","330","461690"
"создание мобильных систем","8314678","207","4157339"
"создание и обслуживание систем контроля доступа к портам и устройствам","6513863","346","3256931"
"организацию антивирусной защиты","3237659","270","1079219"
"решения касающиеся сетевой безопасности и отражения угроз","8659601","80","2886533"
"организация систем видеонаблюдения","7632867","51","3816433"
"построение и обслуживание структурированных кабельных систем (СКС)","6814839","314","3407419"
"создание и поддержка интеллектуальных медиасистем","1057758","232","528879"
"телефония","8309387","112","2769795"
"создание виртуального офиса","7057481","201","2352493"
"организация резервного копирования","8036686","219","2678895"
"администрирование сетей и серверов","9817940","138","3272646"
"техническая поддержка рабочих станций и ИТ сервисов","6569544","242","3284772"
"веб-разработка","5798427","148","2899213"
"создание мобильных систем","8534312","283","2844770"
"создание и обслуживание систем контроля доступа к портам и устройствам","5509461","161","1836487"
"организацию антивирусной защиты","7443225","67","2481075"
"решения касающиеся сетевой безопасности и отражения угроз","827597","67","413798"
"организация систем видеонаблюдения","7379776","343","2459925"
"построение и обслуживание структурированных кабельных систем (СКС)","7363054","230","2454351"
"создание и поддержка интеллектуальных медиасистем","9355240","301","3118413"
"телефония","1937923","226","968961"
"создание виртуального офиса","3694127","207","1231375"
"организация резервного копирования","8495384","79","4247692"
"администрирование сетей и серверов","1376047","94","458682"
"техническая поддержка рабочих станций и ИТ сервисов","9652916","158","4826458"
"веб-разработка","5348050","140","1782683"
"создание мобильных систем","4747894","83","2373947"
"создание и обслуживание систем контроля доступа к портам и устройствам","4586374","28","1528791"
"организацию антивирусной защиты","8463610","339","2821203"
"решения касающиеся сетевой безопасности и отражения угроз","998601","308","499300"
"организация систем видеонаблюдения","4236747","322","1412249"
"построение и обслуживание структурированных кабельных систем (СКС)","7755159","141","2585053"
"создание и поддержка интеллектуальных медиасистем","593273","224","197757"
"телефония","3186716","287","1593358"
"создание виртуального офиса","6413077","332","3206538"
"организация резервного копирования","5344879","232","2672439"
"администрирование сетей и серверов","1980522","169","660174"
"техническая поддержка рабочих станций и ИТ сервисов","4374456","292","2187228"
"веб-разработка","7554090","263","3777045"
"создание мобильных систем","2492973","26","1246486"
"создание и обслуживание систем контроля доступа к портам и устройствам","3710212","22","1855106"
"организацию антивирусной защиты","1071959","58","535979"
"решения касающиеся сетевой безопасности и отражения угроз","7658605","302","2552868"
"организация систем видеонаблюдения","5837628","227","2918814"
"построение и обслуживание структурированных кабельных систем (СКС)","1164869","252","582434"
"создание и поддержка интеллектуальных медиасистем","6863358","130","3431679"
"телефония","6406029","141","2135343"
"создание виртуального офиса","6517373","340","2172457"
"организация резервного копирования","1072322","162","357440"
"администрирование сетей и серверов","8045983","226","4022991"
"техническая поддержка рабочих станций и ИТ сервисов","8707867","187","4353933"
"веб-разработка","4343198","130","1447732"
"создание мобильных систем","3280585","325","1093528"
"создание и обслуживание систем контроля доступа к портам и устройствам","7848095","86","2616031"
"организацию антивирусной защиты","8650565","30","4325282"
"решения касающиеся сетевой безопасности и отражения угроз","1731207","251","577069"
"организация систем видеонаблюдения","1456559","300","728279"
"построение и обслуживание структурированных кабельных систем (СКС)","7236946","112","3618473"
"создание и поддержка интеллектуальных медиасистем","4518004","279","2259002"
"телефония","4280147","285","2140073"
"создание виртуального офиса","9988571","348","4994285"
"организация резервного копирования","1052098","234","526049"
"администрирование сетей и серверов","278718","17","92906"
"техническая поддержка рабочих станций и ИТ сервисов","5886651","280","1962217"
"веб-разработка","4689805","276","2344902"
"создание мобильных систем","758223","251","379111"
"создание и обслуживание систем контроля доступа к портам и устройствам","909577","332","454788"
"организацию антивирусной защиты","2465070","261","821690"
"решения касающиеся сетевой безопасности и отражения угроз","4333485","355","1444495"
"организация систем видеонаблюдения","6725424","191","3362712"
"построение и обслуживание структурированных кабельных систем (СКС)","3255869","344","1085289"
"создание и поддержка интеллектуальных медиасистем","9393597","109","3131199"
"телефония","8533868","65","4266934"
"создание виртуального офиса","7485528","311","2495176"
"организация резервного копирования","4416133","198","1472044"
"администрирование сетей и серверов","864434","259","432217"
"техническая поддержка рабочих станций и ИТ сервисов","6897209","255","3448604"
"веб-разработка","5525331","357","1841777"
"создание мобильных систем","4353154","185","2176577"
"создание и обслуживание систем контроля доступа к портам и устройствам","7734881","335","2578293"
"организацию антивирусной защиты","7182370","111","2394123"
"решения касающиеся сетевой безопасности и отражения угроз","3221967","248","1073989"
"организация систем видеонаблюдения","4836043","91","2418021"
"построение и обслуживание структурированных кабельных систем (СКС)","6800567","160","2266855"
"создание и поддержка интеллектуальных медиасистем","4917956","222","2458978"
"телефония","438200","321","146066"
"создание виртуального офиса","1472676","288","736338"
"организация резервного копирования","1232559","349","616279"
"администрирование сетей и серверов","8283986","70","2761328"
"техническая поддержка рабочих станций и ИТ сервисов","493948","123","164649"
"веб-разработка","2280282","361","1140141"
"создание мобильных систем","1469700","258","489900"
"создание и обслуживание систем контроля доступа к портам и устройствам","415646","131","207823"
"организацию антивирусной защиты","3729645","354","1864822"
"решения касающиеся сетевой безопасности и отражения угроз","2556857","343","852285"
"организация систем видеонаблюдения","6734912","325","3367456"
"построение и обслуживание структурированных кабельных систем (СКС)","5856295","144","1952098"
"создание и поддержка интеллектуальных медиасистем","3202628","42","1601314"
"телефония","7383339","235","2461113"
"создание виртуального офиса","3602162","362","1801081"
"организация резервного копирования","7001311","228","2333770"
"администрирование сетей и серверов","9985827","146","3328609"
"техническая поддержка рабочих станций и ИТ сервисов","5637005","64","2818502"
"веб-разработка","8214430","341","2738143"
"создание мобильных систем","4609591","363","2304795"
"создание и обслуживание систем контроля доступа к портам и устройствам","2153683","166","717894"
"организацию антивирусной защиты","8033711","46","4016855"
"решения касающиеся сетевой безопасности и отражения угроз","1551599","268","775799"
"организация систем видеонаблюдения","7211017","282","2403672"
"построение и обслуживание структурированных кабельных систем (СКС)","8830636","286","4415318"
"создание и поддержка интеллектуальных медиасистем","8811143","350","4405571"
"телефония","2431624","211","810541"
"создание виртуального офиса","7425570","127","3712785"
"организация резервного копирования","5178515","15","1726171"
"администрирование сетей и серверов","995443","257","331814"
"техническая поддержка рабочих станций и ИТ сервисов","7417656","258","3708828"
"веб-разработка","2056010","97","1028005"
"создание мобильных систем","6798877","323","3399438"
"создание и обслуживание систем контроля доступа к портам и устройствам","745481","173","372740"
"организацию антивирусной защиты","7398027","142","2466009"
"решения касающиеся сетевой безопасности и отражения угроз","5044593","228","2522296"
"организация систем видеонаблюдения","3346610","53","1673305"
"построение и обслуживание структурированных кабельных систем (СКС)","6664381","155","3332190"
"создание и поддержка интеллектуальных медиасистем","4159101","212","1386367"
"телефония","3061400","227","1530700"
"создание виртуального офиса","6648813","320","2216271"
"организация резервного копирования","441391","74","147130"
"администрирование сетей и серверов","1535881","279","511960"
"техническая поддержка рабочих станций и ИТ сервисов","6943001","300","2314333"
"веб-разработка","1987840","95","662613"
"создание мобильных систем","1455533","35","485177"
"создание и обслуживание систем контроля доступа к портам и устройствам","7787744","227","3893872"
"организацию антивирусной защиты","6094580","173","2031526"
"решения касающиеся сетевой безопасности и отражения угроз","8901492","41","2967164"
"организация систем видеонаблюдения","489548","45","163182"
"построение и обслуживание структурированных кабельных систем (СКС)","7206197","282","2402065"
"создание и поддержка интеллектуальных медиасистем","216760","188","72253"
"телефония","9691501","292","3230500"
"создание виртуального офиса","2120927","297","1060463"
"организация резервного копирования","1344021","280","448007"
"администрирование сетей и серверов","9193738","52","3064579"
"техническая поддержка рабочих станций и ИТ сервисов","4238828","190","1412942"
"веб-разработка","3916818","150","1305606"
"создание мобильных систем","5486421","72","1828807"
"создание и обслуживание систем контроля доступа к портам и устройствам","2133396","362","1066698"
"организацию антивирусной защиты","7643919","126","3821959"
"решения касающиеся сетевой безопасности и отражения угроз","5731142","101","2865571"
"организация систем видеонаблюдения","8093027","330","4046513"
"построение и обслуживание структурированных кабельных систем (СКС)","6368045","27","3184022"
"создание и поддержка интеллектуальных медиасистем","7354131","244","3677065"
"телефония","5723144","89","2861572"
"создание виртуального офиса","1261438","85","420479"
"организация резервного копирования","3261857","175","1087285"
"администрирование сетей и серверов","5315450","112","2657725"
"техническая поддержка рабочих станций и ИТ сервисов","6178064","328","2059354"
"веб-разработка","9761474","248","4880737"
"создание мобильных систем","4597117","246","2298558"
"создание и обслуживание систем контроля доступа к портам и устройствам","9389351","146","4694675"
"организацию антивирусной защиты","6610995","336","3305497"
"решения касающиеся сетевой безопасности и отражения угроз","188091","128","62697"
"организация систем видеонаблюдения","808793","17","404396"
"построение и обслуживание структурированных кабельных систем (СКС)","3190021","182","1063340"
"создание и поддержка интеллектуальных медиасистем","7264358","149","2421452"
"телефония","1489179","44","744589"
"создание виртуального офиса","7434530","237","3717265"
"организация резервного копирования","1316488","65","658244"
"администрирование сетей и серверов","5234256","89","1744752"
"техническая поддержка рабочих станций и ИТ сервисов","609958","303","203319"
"веб-разработка","1197507","148","598753"
"создание мобильных систем","1269707","285","423235"
"создание и обслуживание систем контроля доступа к портам и устройствам","8792746","320","2930915"
"организацию антивирусной защиты","108362","215","36120"
"решения касающиеся сетевой безопасности и отражения угроз","2113583","279","704527"
"организация систем видеонаблюдения","4143992","97","1381330"
"построение и обслуживание структурированных кабельных систем (СКС)","2408757","307","802919"
"создание и поддержка интеллектуальных медиасистем","5384397","121","2692198"
"телефония","9695246","203","3231748"
"создание виртуального офиса","3168295","99","1056098"
"организация резервного копирования","6281144","144","3140572"
"администрирование сетей и серверов","9675135","64","4837567"
"техническая поддержка рабочих станций и ИТ сервисов","3139778","337","1569889"
"веб-разработка","8990334","324","2996778"
"создание мобильных систем","9808821","265","4904410"
"создание и обслуживание систем контроля доступа к портам и устройствам","6145198","136","3072599"
"организацию антивирусной защиты","7503156","320","2501052"
"решения касающиеся сетевой безопасности и отражения угроз","4572790","130","1524263"
"организация систем видеонаблюдения","9145799","131","3048599"
"построение и обслуживание структурированных кабельных систем (СКС)","5472695","99","2736347"
"создание и поддержка интеллектуальных медиасистем","9889024","180","4944512"
"телефония","1907710","351","953855"
"создание виртуального офиса","8000122","277","2666707"
"организация резервного копирования","2112698","290","1056349"
"администрирование сетей и серверов","5469050","282","2734525"
"техническая поддержка рабочих станций и ИТ сервисов","1644984","342","548328"
"веб-разработка","4063463","294","2031731"
"создание мобильных систем","9276743","131","3092247"
"создание и обслуживание систем контроля доступа к портам и устройствам","4908987","236","1636329"
"организацию антивирусной защиты","8783682","260","4391841"
"решения касающиеся сетевой безопасности и отражения угроз","8028139","312","4014069"
"организация систем видеонаблюдения","3527829","22","1763914"
"построение и обслуживание структурированных кабельных систем (СКС)","810892","345","405446"
"создание и поддержка интеллектуальных медиасистем","1085551","215","361850"
"телефония","9832163","50","4916081"
"создание виртуального офиса","384562","88","128187"
"организация резервного копирования","4464589","93","2232294"
"администрирование сетей и серверов","4302932","352","1434310"
"техническая поддержка рабочих станций и ИТ сервисов","7253861","108","2417953"
"веб-разработка","1507252","276","753626"
"создание мобильных систем","490083","64","163361"
"создание и обслуживание систем контроля доступа к портам и устройствам","3481151","53","1160383"
"организацию антивирусной защиты","5156702","150","2578351"
"решения касающиеся сетевой безопасности и отражения угроз","543245","102","271622"
"организация систем видеонаблюдения","8462460","38","4231230"
"построение и обслуживание структурированных кабельных систем (СКС)","1138113","189","569056"
"создание и поддержка интеллектуальных медиасистем","8550212","149","4275106"
"телефония","3929917","140","1964958"
"создание виртуального офиса","2895328","337","965109"
"организация резервного копирования","9013964","319","3004654"
"администрирование сетей и серверов","6090999","211","3045499"
"техническая поддержка рабочих станций и ИТ сервисов","216065","164","72021"
"веб-разработка","4460054","93","1486684"
"создание мобильных систем","2910583","221","970194"
"создание и обслуживание систем контроля доступа к портам и устройствам","9104089","61","3034696"
"организацию антивирусной защиты","7111338","137","2370446"
"решения касающиеся сетевой безопасности и отражения угроз","9859407","203","4929703"
"организация систем видеонаблюдения","7310910","39","2436970"
"построение и обслуживание структурированных кабельных систем (СКС)","3543206","69","1181068"
"создание и поддержка интеллектуальных медиасистем","837449","252","279149"
"телефония","9198196","207","3066065"
"создание виртуального офиса","4667878","131","2333939"
"организация резервного копирования","5723410","133","1907803"
"администрирование сетей и серверов","1779814","196","593271"
"техническая поддержка рабочих станций и ИТ сервисов","6105351","63","3052675"
"веб-разработка","416959","117","138986"
"создание мобильных систем","3020254","307","1006751"
"создание и обслуживание систем контроля доступа к портам и устройствам","8595599","261","2865199"
"организацию антивирусной защиты","7026136","291","2342045"
"решения касающиеся сетевой безопасности и отражения угроз","3473155","235","1736577"
"организация систем видеонаблюдения","6973655","209","3486827"
"построение и обслуживание структурированных кабельных систем (СКС)","1330637","132","665318"
"создание и поддержка интеллектуальных медиасистем","5290375","247","1763458"
"телефония","3694715","176","1847357"
"создание виртуального офиса","6098123","51","2032707"
"организация резервного копирования","9153139","309","3051046"
"администрирование сетей и серверов","5764912","270","2882456"
"техническая поддержка рабочих станций и ИТ сервисов","3186912","278","1593456"
"веб-разработка","2306472","14","768824"
"создание мобильных систем","4652144","98","1550714"
"создание и обслуживание систем контроля доступа к портам и устройствам","3069656","51","1534828"
"организацию антивирусной защиты","477022","260","238511"
"решения касающиеся сетевой безопасности и отражения угроз","2705619","230","901873"
"организация систем видеонаблюдения","6256387","96","2085462"
"построение и обслуживание структурированных кабельных систем (СКС)","8338866","231","4169433"
"создание и поддержка интеллектуальных медиасистем","147509","316","49169"
"телефония","3067394","273","1533697"
"создание виртуального офиса","2487534","325","829178"
"организация резервного копирования","9587983","40","3195994"
"администрирование сетей и серверов","1316921","124","658460"
"техническая поддержка рабочих станций и ИТ сервисов","4600183","170","1533394"
"веб-разработка","2720772","175","906924"
"создание мобильных систем","5057632","262","2528816"
"создание и обслуживание систем контроля доступа к портам и устройствам","2807258","105","935752"
"организацию антивирусной защиты","905177","287","452588"
"решения касающиеся сетевой безопасности и отражения угроз","1121276","21","560638"
"организация систем видеонаблюдения","9111625","133","3037208"
"построение и обслуживание структурированных кабельных систем (СКС)","5396094","346","2698047"
"создание и поддержка интеллектуальных медиасистем","7522608","328","2507536"
"телефония","6364871","299","3182435"
"создание виртуального офиса","3658627","276","1219542"
"организация резервного копирования","3279209","223","1639604"
"администрирование сетей и серверов","2473789","113","824596"
"техническая поддержка рабочих станций и ИТ сервисов","3399390","180","1699695"
"веб-разработка","3207182","296","1069060"
"создание мобильных систем","5635103","112","2817551"
"создание и обслуживание систем контроля доступа к портам и устройствам","3551668","269","1775834"
"организацию антивирусной защиты","654804","261","327402"
"решения касающиеся сетевой безопасности и отражения угроз","4746418","168","2373209"
"организация систем видеонаблюдения","2323104","308","1161552"
"построение и обслуживание структурированных кабельных систем (СКС)","2417623","273","1208811"
"создание и поддержка интеллектуальных медиасистем","6360682","27","3180341"
"телефония","7943536","355","2647845"
"создание виртуального офиса","5356562","168","2678281"
"организация резервного копирования","3434480","217","1717240"
"администрирование сетей и серверов","8703266","83","2901088"
"техническая поддержка рабочих станций и ИТ сервисов","4565002","122","2282501"
"веб-разработка","5064381","271","1688127"
"создание мобильных систем","531690","191","265845"
"создание и обслуживание систем контроля доступа к портам и устройствам","9862156","198","4931078"
"организацию антивирусной защиты","9334251","313","4667125"
"решения касающиеся сетевой безопасности и отражения угроз","4543119","195","2271559"
"организация систем видеонаблюдения","845932","361","422966"
"построение и обслуживание структурированных кабельных систем (СКС)","7031068","209","3515534"
"создание и поддержка интеллектуальных медиасистем","9390836","17","3130278"
"телефония","4983743","272","2491871"
"создание виртуального офиса","2966068","175","1483034"
"организация резервного копирования","7981116","46","2660372"
"администрирование сетей и серверов","7006788","279","3503394"
"техническая поддержка рабочих станций и ИТ сервисов","6164303","293","3082151"
"веб-разработка","2361388","218","1180694"
"создание мобильных систем","1093693","312","364564"
"создание и обслуживание систем контроля доступа к портам и устройствам","6397283","301","3198641"
"организацию антивирусной защиты","9888811","349","4944405"
"решения касающиеся сетевой безопасности и отражения угроз","2355052","336","785017"
"организация систем видеонаблюдения","4507977","283","1502659"
"построение и обслуживание структурированных кабельных систем (СКС)","7885516","246","2628505"
"создание и поддержка интеллектуальных медиасистем","8084655","37","4042327"
"телефония","3987340","151","1329113"
"создание виртуального офиса","6591252","308","2197084"
"организация резервного копирования","5162997","198","2581498"
"администрирование сетей и серверов","5053605","113","1684535"
"техническая поддержка рабочих станций и ИТ сервисов","8876131","246","4438065"
"веб-разработка","5219249","326","1739749"
"создание мобильных систем","7846044","98","2615348"
"создание и обслуживание систем контроля доступа к портам и устройствам","2218890","289","1109445"
"организацию антивирусной защиты","6959521","248","2319840"
"решения касающиеся сетевой безопасности и отражения угроз","9198273","38","4599136"
"организация систем видеонаблюдения","6028464","263","3014232"
"построение и обслуживание структурированных кабельных систем (СКС)","1108722","102","369574"
"создание и поддержка интеллектуальных медиасистем","7803461","277","2601153"
